# ells, ksz, tsz, cib, radio
2.100000000000000000e+01 1.101430417006068595e-03 3.935556599248836093e-03 1.139915869441179840e-07 1.513859502948502172e-07
2.200000000000000000e+01 1.011322166846120299e-03 3.593334286270676112e-03 1.070905807397520035e-07 1.445975930619834505e-07
2.300000000000000000e+01 9.322407789945302099e-04 3.293889762414786617e-03 1.010489627567929703e-07 1.386166378217814225e-07
2.400000000000000000e+01 8.624413393097078587e-04 3.030378581421603809e-03 9.572877484898970970e-08 1.333151521267504024e-07
2.500000000000000000e+01 8.005122574663962615e-04 2.797272536696864854e-03 9.102177041652367950e-08 1.285894659053249939e-07
2.600000000000000000e+01 7.453003717008571151e-04 2.590067163608208295e-03 8.683362187501797300e-08 1.243522436586269146e-07
2.700000000000000000e+01 6.958584982821884504e-04 2.405062366207621864e-03 8.309127752596351875e-08 1.205344890120957227e-07
2.800000000000000000e+01 6.514001456677077180e-04 2.239195996124337344e-03 7.973159774745023117e-08 1.170763330640269550e-07
2.900000000000000000e+01 6.112702092523121132e-04 2.089916263049381578e-03 7.670551779843515353e-08 1.139312067659753046e-07
3.000000000000000000e+01 5.749171780971565815e-04 1.955082955755873229e-03 7.396821244043736536e-08 1.110580131822921792e-07
3.100000000000000000e+01 5.418758762209671329e-04 1.832890271021131098e-03 7.148340973831819442e-08 1.084243248716205826e-07
3.200000000000000000e+01 5.117509781993679133e-04 1.721806012171365682e-03 6.921968055779054287e-08 1.059999456782849741e-07
3.300000000000000000e+01 4.842040343666457200e-04 1.620523305573050169e-03 6.715204866583673795e-08 1.037586286515934322e-07
3.400000000000000000e+01 4.589454540560584223e-04 1.527921973826018532e-03 6.525571496222398222e-08 1.016809505214886053e-07
3.500000000000000000e+01 4.357245904028202925e-04 1.443037419724573119e-03 6.351171667798553485e-08 9.974804569048254978e-08
3.600000000000000000e+01 4.143249830993974477e-04 1.365035397036758408e-03 6.190312999293597377e-08 9.794195397299195383e-08
3.700000000000000000e+01 3.945583508219989324e-04 1.293191428771665701e-03 6.041467439839215026e-08 9.625287877744740644e-08
3.800000000000000000e+01 3.762597401056506918e-04 1.226873919603888117e-03 5.903393458339912046e-08 9.466726594124740789e-08
3.900000000000000000e+01 3.592853196178893787e-04 1.165530223623693689e-03 5.774839270731979383e-08 9.317373933895120945e-08
4.000000000000000000e+01 3.435079220638728487e-04 1.108675090764001288e-03 5.654897271085055350e-08 9.176610581786524829e-08
4.100000000000000000e+01 3.288160022950549380e-04 1.055881038822858390e-03 5.542663780465412605e-08 9.043313273611612911e-08
4.200000000000000000e+01 3.151102156882216337e-04 1.006770292831097625e-03 5.437301490776913147e-08 8.917051297929873164e-08
4.300000000000000000e+01 3.023028240559050631e-04 9.610080067933203128e-04 5.338129496256297487e-08 8.796895155578410217e-08
4.400000000000000000e+01 2.903157105460127895e-04 9.182965398247282989e-04 5.244492829631465171e-08 8.682408420409797268e-08
4.500000000000000000e+01 2.790787441845166768e-04 8.783706033106097573e-04 5.155869712087776044e-08 8.573173886494458937e-08
4.600000000000000000e+01 2.685296781819067270e-04 8.409931308293071891e-04 5.071791954256826652e-08 8.468646699247201592e-08
4.700000000000000000e+01 2.586121710151268881e-04 8.059517503780860110e-04 4.991764555261702679e-08 8.368364540833284502e-08
4.800000000000000000e+01 2.492760295822530866e-04 7.730557605667355992e-04 4.915414899965430051e-08 8.272113891073224788e-08
4.900000000000000000e+01 2.404755572074707332e-04 7.421335301440660885e-04 4.842376249442258857e-08 8.179417969427455072e-08
5.000000000000000000e+01 2.321698073486851989e-04 7.130302544521419962e-04 4.772285613911889851e-08 8.090097769948696814e-08
5.100000000000000000e+01 2.243217090899246721e-04 6.856060138962904310e-04 4.704882097706128815e-08 8.003935136957354662e-08
5.200000000000000000e+01 2.168973389286372110e-04 6.597340888436001565e-04 4.639877061538214522e-08 7.920521925030699792e-08
5.300000000000000000e+01 2.098662578108515648e-04 6.352994929605038825e-04 4.577054214282565625e-08 7.839738139442755186e-08
5.400000000000000000e+01 2.032003782611115127e-04 6.121976932164854964e-04 4.516176563168695569e-08 7.761373504668438063e-08
5.500000000000000000e+01 1.968744438970240773e-04 5.903334898873253272e-04 4.457124509959370833e-08 7.685211665408857230e-08
5.600000000000000000e+01 1.908650315738340112e-04 5.696200341018052126e-04 4.399634586524733181e-08 7.611116683157202083e-08
5.700000000000000000e+01 1.851509601828560229e-04 5.499779639603635676e-04 4.343584779508370209e-08 7.538893450295880678e-08
5.800000000000000000e+01 1.797128106755859357e-04 5.313346431481479710e-04 4.288847765101717823e-08 7.468461905806076446e-08
5.900000000000000000e+01 1.745325230826833441e-04 5.136234883765429266e-04 4.235316741209202983e-08 7.399645866167773664e-08
6.000000000000000000e+01 1.695937965792437569e-04 4.967833740035415601e-04 4.182869235917635848e-08 7.332408853603142376e-08
6.100000000000000000e+01 1.648813297358212439e-04 4.807581038743950546e-04 4.131418911713147392e-08 7.266597818343944708e-08
6.200000000000000000e+01 1.603812987271400787e-04 4.654959418466364496e-04 4.080839051402347510e-08 7.202094575080799854e-08
6.300000000000000000e+01 1.560806662720865576e-04 4.509491936639290995e-04 4.031068675549014134e-08 7.138871028395266651e-08
6.400000000000000000e+01 1.519675817283406324e-04 4.370738338588851064e-04 3.982045768098637073e-08 7.076785124730698302e-08
6.500000000000000000e+01 1.480310731368834508e-04 4.238291722267976806e-04 3.933732236763793529e-08 7.015840218612380481e-08
6.600000000000000000e+01 1.442607863722465125e-04 4.111775551454007697e-04 3.886063422734496868e-08 6.955945597039400892e-08
6.700000000000000000e+01 1.406473575736187556e-04 3.990840976411242063e-04 3.839012667316334331e-08 6.897018753577065803e-08
6.800000000000000000e+01 1.371818530874362499e-04 3.875164426370337101e-04 3.792520289846099800e-08 6.839002286375873050e-08
6.900000000000000000e+01 1.338561942968082843e-04 3.764445442759756103e-04 3.746557138433102716e-08 6.781917554388763047e-08
7.000000000000000000e+01 1.306626382363034107e-04 3.658404726062297932e-04 3.701113733830602488e-08 6.725629556249570890e-08
7.100000000000000000e+01 1.275941325538482130e-04 3.556782524906851577e-04 3.656141993190418960e-08 6.670106598125570090e-08
7.200000000000000000e+01 1.246440961534635902e-04 3.459336757258586054e-04 3.611627749440676820e-08 6.615340746618606693e-08
7.300000000000000000e+01 1.218062315741297373e-04 3.365841703259576175e-04 3.567569289483555179e-08 6.561280959421596818e-08
7.400000000000000000e+01 1.190748516632039413e-04 3.276086697125402103e-04 3.524001945318333873e-08 6.507921684118069006e-08
7.500000000000000000e+01 1.164444421599343836e-04 3.189874939649418265e-04 3.480853020493105194e-08 6.455233469165278850e-08
7.600000000000000000e+01 1.139100280380996049e-04 3.107022418798157585e-04 3.438140980268438329e-08 6.403159500364986547e-08
7.700000000000000000e+01 1.114667628471200061e-04 3.027356927326504792e-04 3.395877506965955047e-08 6.351681739543022114e-08
7.800000000000000000e+01 1.091102355145483243e-04 2.950717167603474122e-04 3.354061378272151555e-08 6.300750616312346993e-08
7.900000000000000000e+01 1.068363030075917468e-04 2.876951934943781019e-04 3.312675554816770902e-08 6.250374735369340089e-08
8.000000000000000000e+01 1.046409457698802052e-04 2.805919371708295038e-04 3.271744346499508149e-08 6.200552702403253255e-08
8.100000000000000000e+01 1.025205498880091379e-04 2.737486285286199199e-04 3.231260606333103190e-08 6.151225692764842529e-08
8.200000000000000000e+01 1.004715524444609124e-04 2.671527523818863323e-04 3.191250105702695544e-08 6.102464937801311208e-08
8.300000000000000000e+01 9.849071708517563616e-05 2.607925404183495353e-04 3.151698621360726251e-08 6.054097702383020844e-08
8.400000000000000000e+01 9.657499205674758311e-05 2.546569187334972342e-04 3.112644585201450336e-08 6.006184503159268018e-08
8.500000000000000000e+01 9.472138671217807094e-05 2.487354596616910712e-04 3.074078416386644580e-08 5.958732598371314544e-08
8.600000000000000000e+01 9.292722542546841226e-05 2.430183375106358503e-04 3.036027771194590358e-08 5.911711111445084521e-08
8.700000000000000000e+01 9.118983727980649226e-05 2.374962878458018994e-04 2.998476320459574678e-08 5.865118985549983326e-08
8.800000000000000000e+01 8.950683835310669614e-05 2.321605700069871942e-04 2.961457985163799635e-08 5.818921079804341361e-08
8.900000000000000000e+01 8.787583664948509247e-05 2.270029325708067302e-04 2.924967043247325600e-08 5.773171957917478876e-08
9.000000000000000000e+01 8.629466973665685049e-05 2.220155815009746455e-04 2.889035823428077762e-08 5.727799003555053716e-08
9.100000000000000000e+01 8.476128868974589317e-05 2.171911507532249682e-04 2.853643851411251921e-08 5.682831524983670441e-08
9.200000000000000000e+01 8.327365620516555061e-05 2.125226751239550139e-04 2.818820299820566580e-08 5.638279431535686778e-08
9.300000000000000000e+01 8.182996639884804971e-05 2.080035651514962737e-04 2.784562505341211052e-08 5.594098040464024318e-08
9.400000000000000000e+01 8.042838296075849238e-05 2.036275838965979901e-04 2.750884236131962281e-08 5.550325864733327690e-08
9.500000000000000000e+01 7.906728329023100235e-05 1.993888254444909128e-04 2.717777031471401593e-08 5.506943995106037153e-08
9.600000000000000000e+01 7.774500828906256023e-05 1.952816949850011104e-04 2.685261001207543775e-08 5.464002874289331083e-08
9.700000000000000000e+01 7.646006845872024284e-05 1.913008903397970747e-04 2.653317373912768532e-08 5.421452904556356800e-08
9.800000000000000000e+01 7.521104664357116222e-05 1.874413848171442381e-04 2.621970422915691308e-08 5.379339766913208128e-08
9.900000000000000000e+01 7.399651193098700965e-05 1.836984112846594213e-04 2.591200487747151823e-08 5.337648411674695784e-08
1.000000000000000000e+02 7.281521107763410392e-05 1.800674473596402267e-04 2.561022420325081752e-08 5.296390681188884234e-08
1.010000000000000000e+02 7.166584405600352932e-05 1.765442016247052357e-04 2.531417198058025045e-08 5.255562088156506658e-08
1.020000000000000000e+02 7.054727672113851719e-05 1.731246007838329519e-04 2.502398120121312678e-08 5.215193687775704464e-08
1.030000000000000000e+02 6.945832550533283657e-05 1.698047776805213416e-04 2.473945029378342368e-08 5.175290529624206374e-08
1.040000000000000000e+02 6.839793739871513113e-05 1.665810601057962994e-04 2.446049435604916181e-08 5.135879607952426199e-08
1.050000000000000000e+02 6.736510693273156625e-05 1.634499603292538625e-04 2.418716425004782795e-08 5.096963474275144045e-08
1.060000000000000000e+02 6.635880212856166917e-05 1.604081652912964782e-04 2.391925527529785338e-08 5.058554634775750405e-08
1.070000000000000000e+02 6.537813235630662943e-05 1.574525273992848442e-04 2.365669951289989473e-08 5.020626910707409274e-08
1.080000000000000000e+02 6.442215350750282548e-05 1.545800558745293691e-04 2.339929601208441227e-08 4.983240860762070946e-08
1.090000000000000000e+02 6.349005461698552558e-05 1.517879086009432514e-04 2.314710349771282607e-08 4.946366828927501166e-08
1.100000000000000000e+02 6.258097038808356819e-05 1.490733844298168921e-04 2.289982421247844649e-08 4.910038361472616356e-08
1.110000000000000000e+02 6.169413948032049133e-05 1.464339158985951785e-04 2.265737469818320465e-08 4.874253004168857030e-08
1.120000000000000000e+02 6.082883263169068733e-05 1.438670623247790149e-04 2.241958478955180384e-08 4.839030168758149487e-08
1.130000000000000000e+02 5.998428810491547423e-05 1.413705032391648409e-04 2.218639898153444591e-08 4.804364234909999863e-08
1.140000000000000000e+02 5.915985988824212034e-05 1.389420321256059937e-04 2.195768277465043333e-08 4.770284176853103816e-08
1.150000000000000000e+02 5.835484683026222842e-05 1.365795504373524443e-04 2.173314558913384797e-08 4.736746017753486084e-08
1.160000000000000000e+02 5.756865756579953561e-05 1.342810618628158248e-04 2.151267819680347513e-08 4.703813597906809971e-08
1.170000000000000000e+02 5.680064566593329432e-05 1.320446668163337560e-04 2.129615655683062955e-08 4.671431982311808013e-08
1.180000000000000000e+02 5.605024979666136986e-05 1.298685571321741596e-04 2.108346900510773924e-08 4.639600712753464688e-08
1.190000000000000000e+02 5.531693077115211829e-05 1.277510109426396748e-04 2.087442243149218982e-08 4.608347648811719098e-08
1.200000000000000000e+02 5.460011466893222617e-05 1.256903877236980346e-04 2.066900728925472069e-08 4.577650484539968337e-08
1.210000000000000000e+02 5.389932453327660189e-05 1.236851234940808256e-04 2.046695561534964286e-08 4.547538038253941906e-08
1.220000000000000000e+02 5.321402921105377823e-05 1.217337261562507252e-04 2.026822770122432130e-08 4.517955289912693037e-08
1.230000000000000000e+02 5.254377235260407472e-05 1.198347709700274078e-04 2.007257883027965626e-08 4.488919034584461132e-08
1.240000000000000000e+02 5.188811481866129451e-05 1.179868961519745863e-04 1.988001568659662348e-08 4.460408052046559426e-08
1.250000000000000000e+02 5.124658242984724091e-05 1.161887985958694392e-04 1.969035067574228061e-08 4.432411585568345054e-08
1.260000000000000000e+02 5.061878746640588700e-05 1.144392297116849830e-04 1.950348226338188149e-08 4.404910563967450062e-08
1.270000000000000000e+02 5.000428953114363244e-05 1.127369913824981072e-04 1.931927044348222722e-08 4.377922963565241568e-08
1.280000000000000000e+02 4.940273100688008810e-05 1.110809320405734912e-04 1.913768667566712249e-08 4.351403179442883464e-08
1.290000000000000000e+02 4.881370232358067576e-05 1.094699428655454099e-04 1.895850120519346775e-08 4.325361807840844569e-08
1.300000000000000000e+02 4.823687326681040297e-05 1.079029541091099131e-04 1.878178427555407470e-08 4.299779391381693157e-08
1.310000000000000000e+02 4.767186244012404139e-05 1.063789315519294979e-04 1.860735209965601581e-08 4.274617912723251318e-08
1.320000000000000000e+02 4.711834921938191266e-05 1.048968730995252614e-04 1.843515755172233469e-08 4.249871163922505318e-08
1.330000000000000000e+02 4.657602416467297794e-05 1.034558055247762810e-04 1.826502211648382748e-08 4.225521774945147928e-08
1.340000000000000000e+02 4.604454373928391247e-05 1.020547813652474158e-04 1.809698861296486449e-08 4.201554965868629313e-08
1.350000000000000000e+02 4.552363616617533237e-05 1.006928759839218244e-04 1.793083423758322606e-08 4.177959341586582078e-08
1.360000000000000000e+02 4.501298054915322112e-05 9.936918480201374258e-05 1.776662715977037183e-08 4.154726682962853131e-08
1.370000000000000000e+02 4.451231075704362286e-05 9.808282071238424321e-05 1.760413167362581002e-08 4.131818120474067598e-08
1.380000000000000000e+02 4.402136956208945129e-05 9.683291168168007038e-05 1.744345356857162179e-08 4.109258091204903360e-08
1.390000000000000000e+02 4.353986662491489439e-05 9.561859854866854686e-05 1.728431114777151939e-08 4.086987195055206967e-08
1.400000000000000000e+02 4.306757691429466991e-05 9.443903302536780858e-05 1.712675452250413472e-08 4.065012993145477042e-08
1.410000000000000000e+02 4.260422844216466058e-05 9.329337590648169906e-05 1.697073866940639879e-08 4.043325591024026702e-08
1.420000000000000000e+02 4.214961221492927060e-05 9.218079549136767154e-05 1.681613513759951944e-08 4.021895976892860285e-08
1.430000000000000000e+02 4.170347315545832603e-05 9.110046622131527563e-05 1.666288535596028372e-08 4.000722909561149657e-08
1.440000000000000000e+02 4.126560406120888881e-05 9.005156753332154904e-05 1.651099522799291346e-08 3.979794007930593873e-08
1.450000000000000000e+02 4.083580427800541260e-05 8.903328292984667843e-05 1.636028010162017273e-08 3.959097918696179417e-08
1.460000000000000000e+02 4.041384168046867651e-05 8.804479926225323690e-05 1.621082818320332362e-08 3.938621178254694315e-08
1.470000000000000000e+02 3.999954191549695440e-05 8.708530622380702393e-05 1.606251029642835062e-08 3.918387836798031127e-08
1.480000000000000000e+02 3.959268671750389607e-05 8.615399604628307746e-05 1.591527513663234913e-08 3.898347407204432574e-08
1.490000000000000000e+02 3.919311370298562107e-05 8.525006339241218136e-05 1.576906250869597328e-08 3.878518952189762023e-08
1.500000000000000000e+02 3.880061743234316916e-05 8.437270543465621704e-05 1.562392325123935908e-08 3.858888618866872652e-08
1.510000000000000000e+02 3.841503478665984417e-05 8.352112210914477855e-05 1.547975064187756390e-08 3.839442471765646228e-08
1.520000000000000000e+02 3.803620752454204510e-05 8.269451653207740972e-05 1.533654438272386702e-08 3.820191556521031185e-08
1.530000000000000000e+02 3.766394770272445792e-05 8.189209556451842423e-05 1.519428557427632605e-08 3.801124424627619961e-08
1.540000000000000000e+02 3.729811895848037602e-05 8.111307051031399864e-05 1.505296563094081470e-08 3.782244283250665786e-08
1.550000000000000000e+02 3.693854396690531737e-05 8.035665793086225811e-05 1.491258614241149025e-08 3.763547144950280960e-08
1.560000000000000000e+02 3.658509541430277729e-05 7.962208055968593391e-05 1.477311088649030917e-08 3.745037286442107184e-08
1.570000000000000000e+02 3.623760584003658434e-05 7.890856829920494706e-05 1.463454562769495892e-08 3.726676965832953901e-08
1.580000000000000000e+02 3.589594554767898058e-05 7.821535928179059339e-05 1.449694446875723397e-08 3.708490740451960681e-08
1.590000000000000000e+02 3.555998851478477400e-05 7.754170097711036373e-05 1.436029432144022739e-08 3.690480553359869455e-08
1.600000000000000000e+02 3.522958079957174397e-05 7.688685132793286791e-05 1.422464037514013010e-08 3.672641739017636812e-08
1.610000000000000000e+02 3.490461487479110748e-05 7.625007989696184596e-05 1.408996442925526168e-08 3.654970784026554671e-08
1.620000000000000000e+02 3.458494504071595011e-05 7.563066900788209827e-05 1.395634962629077272e-08 3.637463025108602386e-08
1.630000000000000000e+02 3.427047069102492948e-05 7.502791486462528491e-05 1.382383801273398881e-08 3.620113110204999987e-08
1.640000000000000000e+02 3.396105380980496890e-05 7.444112863387384444e-05 1.369245169713966189e-08 3.602935454992359920e-08
1.650000000000000000e+02 3.365659034954970598e-05 7.386963747699853663e-05 1.356223694535378229e-08 3.585919222607561356e-08
1.660000000000000000e+02 3.335699855041042574e-05 7.331278551894487188e-05 1.343319586746868867e-08 3.569072421445926256e-08
1.670000000000000000e+02 3.306214064566540510e-05 7.276993474301772383e-05 1.330541945750705074e-08 3.552405082065851549e-08
1.680000000000000000e+02 3.277181671704033970e-05 7.224046580203886698e-05 1.317896242479128424e-08 3.535892764413675864e-08
1.690000000000000000e+02 3.248611640690986176e-05 7.172377873793479104e-05 1.305381604487222869e-08 3.519531740474001334e-08
1.700000000000000000e+02 3.220484446201690688e-05 7.121929360343038327e-05 1.293004395318238609e-08 3.503338924792328956e-08
1.710000000000000000e+02 3.192781282422997563e-05 7.072645098114562986e-05 1.280767642468006088e-08 3.487309805024116581e-08
1.720000000000000000e+02 3.165511274790171415e-05 7.024471239699178055e-05 1.268678548581810337e-08 3.471438863749972732e-08
1.730000000000000000e+02 3.138656033043897673e-05 6.977356062632070091e-05 1.256730650862288414e-08 3.455723200756606639e-08
1.740000000000000000e+02 3.112206710040017841e-05 6.931249989276447440e-05 1.244936614919717283e-08 3.440177800366677385e-08
1.750000000000000000e+02 3.086145926891577316e-05 6.886105596110126217e-05 1.233295982156226997e-08 3.424782942481822275e-08
1.760000000000000000e+02 3.060482953334993633e-05 6.841877612677387346e-05 1.221804818558568574e-08 3.409548543803434801e-08
1.770000000000000000e+02 3.035200767356148319e-05 6.798522910585892535e-05 1.210473263486028018e-08 3.394464627477299174e-08
1.780000000000000000e+02 3.010291437773960564e-05 6.756000483032171351e-05 1.199295575600152146e-08 3.379534666160009440e-08
1.790000000000000000e+02 2.985738858407697315e-05 6.714271415429272480e-05 1.188269278684839830e-08 3.364751075914355191e-08
1.800000000000000000e+02 2.961552376670568312e-05 6.673298847785345432e-05 1.177395848477528927e-08 3.350121885360285907e-08
1.810000000000000000e+02 2.937716193490323433e-05 6.633047929542661364e-05 1.166673923527237505e-08 3.335635296040564447e-08
1.820000000000000000e+02 2.914223180807942165e-05 6.593485767632608794e-05 1.156098689675289842e-08 3.321288325653182280e-08
1.830000000000000000e+02 2.891058371570782830e-05 6.554581368533828859e-05 1.145666810004865612e-08 3.307077966726526997e-08
1.840000000000000000e+02 2.868231136943669108e-05 6.516305575138727076e-05 1.135374961084555201e-08 3.293013419203909218e-08
1.850000000000000000e+02 2.845726774646719452e-05 6.478630999238726843e-05 1.125220889224158107e-08 3.279085663001418522e-08
1.860000000000000000e+02 2.823538862906811167e-05 6.441531950431655755e-05 1.115190191454598897e-08 3.265284775164369215e-08
1.870000000000000000e+02 2.801653457650665470e-05 6.404984362237011830e-05 1.105284359307289463e-08 3.251621194446795704e-08
1.880000000000000000e+02 2.780079910255484659e-05 6.368965716177542920e-05 1.095494075496795209e-08 3.238091385539625872e-08
1.890000000000000000e+02 2.758804505297382057e-05 6.333454964549751944e-05 1.085811449357180786e-08 3.224679259333941687e-08
1.900000000000000000e+02 2.737821443903558073e-05 6.298432452563305646e-05 1.076229690350893262e-08 3.211396702635348294e-08
1.910000000000000000e+02 2.717117703610442912e-05 6.263879840480878391e-05 1.066740261054101711e-08 3.198222236701731743e-08
1.920000000000000000e+02 2.696702580981037191e-05 6.229780026337104943e-05 1.057334643815097707e-08 3.185174105916181668e-08
1.930000000000000000e+02 2.676563251291714970e-05 6.196117069759447197e-05 1.048006140471452079e-08 3.172230340691209841e-08
1.940000000000000000e+02 2.656694466531734792e-05 6.162876117355960744e-05 1.038741892526126392e-08 3.159404393944790987e-08
1.950000000000000000e+02 2.637084037060114745e-05 6.130043330076270086e-05 1.029537706878396390e-08 3.146688929294874114e-08
1.960000000000000000e+02 2.617741176589368719e-05 6.097605812893735317e-05 1.020384660836354441e-08 3.134080304347461711e-08
1.970000000000000000e+02 2.598653866699989233e-05 6.065551547099566198e-05 1.011272163044282889e-08 3.121585399537990463e-08
1.980000000000000000e+02 2.579817347813078898e-05 6.033869325444240865e-05 1.002193230178831181e-08 3.109198341899721797e-08
1.990000000000000000e+02 2.561220185077210432e-05 6.002548690309003989e-05 9.931397562586507479e-09 3.096902370469158333e-08
2.000000000000000000e+02 2.542871487067265522e-05 5.971579875040585074e-05 9.841051232829164022e-09 3.084714885553982395e-08
2.010000000000000000e+02 2.524759967344839752e-05 5.940953748536418569e-05 9.750808990110558899e-09 3.072630195099714914e-08
2.020000000000000000e+02 2.506881300496666424e-05 5.910661763125495707e-05 9.660593893281797093e-09 3.060656596071523858e-08
2.030000000000000000e+02 2.489224737653539195e-05 5.880695905752190825e-05 9.570389777344921798e-09 3.048781940417893641e-08
2.040000000000000000e+02 2.471799264699652931e-05 5.851048652436621192e-05 9.480100551564659421e-09 3.037026230525007155e-08
2.050000000000000000e+02 2.454594261514813676e-05 5.821712925955722896e-05 9.389715159354086986e-09 3.025375622471342948e-08
2.060000000000000000e+02 2.437599453386629154e-05 5.792682056663954650e-05 9.299183476686276757e-09 3.013822466204566341e-08
2.070000000000000000e+02 2.420823725040499691e-05 5.763949746351455637e-05 9.208487548089142844e-09 3.002387154626848168e-08
2.080000000000000000e+02 2.404256917541747849e-05 5.735510035020105149e-05 9.117589115482121841e-09 2.991074917463642732e-08
2.090000000000000000e+02 2.387895355055958538e-05 5.707357270444430041e-05 9.026483591387011182e-09 2.979880901227390744e-08
2.100000000000000000e+02 2.371729346895690957e-05 5.679486080374004085e-05 8.935168607307662020e-09 2.968818727818247875e-08
2.110000000000000000e+02 2.355767633349261679e-05 5.651891347226996293e-05 8.843689232094544741e-09 2.957886458901186796e-08
2.120000000000000000e+02 2.340000624258354385e-05 5.624568185120074634e-05 8.752021930016723370e-09 2.947092725628343976e-08
2.130000000000000000e+02 2.324424961674375140e-05 5.597511919078222221e-05 8.660225248511860017e-09 2.936442929201139103e-08
2.140000000000000000e+02 2.309031489471493546e-05 5.570718066268275131e-05 8.568307761276700859e-09 2.925938816549282946e-08
2.150000000000000000e+02 2.293828795103672254e-05 5.544182319102273262e-05 8.476322804690950777e-09 2.915577838065239303e-08
2.160000000000000000e+02 2.278807809750931418e-05 5.517900530060555053e-05 8.384284348630577333e-09 2.905383484237398479e-08
2.170000000000000000e+02 2.263965460463297536e-05 5.491868698089511527e-05 8.292302787241961272e-09 2.895356540648877811e-08
2.180000000000000000e+02 2.249293081567986836e-05 5.466082956435193316e-05 8.200415990563840450e-09 2.885494921666572693e-08
2.190000000000000000e+02 2.234799101582605731e-05 5.440539561780705357e-05 8.108680701977079929e-09 2.875808732698918106e-08
2.200000000000000000e+02 2.220474930651605155e-05 5.415234884562945215e-05 8.017180615723010623e-09 2.866296402558457235e-08
2.210000000000000000e+02 2.206317751871349642e-05 5.390165400351957787e-05 7.925994245055104327e-09 2.856965112018461979e-08
2.220000000000000000e+02 2.192319350580823297e-05 5.365327682184276113e-05 7.835189466533937898e-09 2.847810033807942081e-08
2.230000000000000000e+02 2.178487992150170683e-05 5.340718393749730543e-05 7.744887138765158931e-09 2.838839842506655746e-08
2.240000000000000000e+02 2.164815527736437830e-05 5.316334283339142872e-05 7.655149670318615038e-09 2.830053647474026247e-08
2.250000000000000000e+02 2.151299370933088543e-05 5.292172178468224482e-05 7.566048872625372910e-09 2.821456696194938657e-08
2.260000000000000000e+02 2.137931722729905889e-05 5.268228981100545657e-05 7.477677499493458374e-09 2.813043029983888270e-08
2.270000000000000000e+02 2.124720682694194768e-05 5.244501663399616563e-05 7.390126039896311397e-09 2.804796862207060216e-08
2.280000000000000000e+02 2.111658508916567370e-05 5.220987263947127053e-05 7.303450954164549916e-09 2.796739142471314966e-08
2.290000000000000000e+02 2.098742822889367092e-05 5.197682884370653713e-05 7.217755716214388967e-09 2.788848875392135965e-08
2.300000000000000000e+02 2.085966209469697119e-05 5.174585686330286622e-05 7.133148237092608563e-09 2.781125628116813552e-08
2.310000000000000000e+02 2.073336601044113194e-05 5.151692888819152291e-05 7.049663222746769967e-09 2.773565316969084468e-08
