# ells, tt, te, ee, bb, kk
1.500000000000000000e+01 2.219354330483164617e+01 2.531502202158418882e-02 6.315210259669975276e-05 2.102926937980703539e-07 1.916105967395704046e-07
1.600000000000000000e+01 1.979897023441765214e+01 2.376718622950350912e-02 6.154922483655305158e-05 2.105920730898317723e-07 1.951674973173646035e-07
1.700000000000000000e+01 1.782626629076968783e+01 2.242561242859748491e-02 6.223857239091096433e-05 2.109001219704813866e-07 1.983244316718199715e-07
1.800000000000000000e+01 1.616695983092533240e+01 2.119780753888371450e-02 6.523831679113149568e-05 2.112152938077548183e-07 2.011747473800910617e-07
1.900000000000000000e+01 1.476858425804736186e+01 2.016564234593813329e-02 7.002846762226971064e-05 2.115360264573311513e-07 2.037256173515713953e-07
2.000000000000000000e+01 1.355987605684087605e+01 1.931042856578096475e-02 7.577414379093186240e-05 2.118607527467923624e-07 2.059827426551175320e-07
2.100000000000000000e+01 1.251008694836340496e+01 1.856100898447793010e-02 8.196650645301088430e-05 2.121879108316968715e-07 2.079832166965099578e-07
2.200000000000000000e+01 1.159408618268285807e+01 1.788616796076313367e-02 8.848319828465804745e-05 2.125159545802247824e-07 2.097653233372663972e-07
2.300000000000000000e+01 1.078939048103793752e+01 1.726644952251064902e-02 9.527226258606684157e-05 2.128433633543380905e-07 2.113477549078834256e-07
2.400000000000000000e+01 1.007754143252316936e+01 1.662660690745910302e-02 1.021223268021867345e-04 2.131686521175533528e-07 2.127036467728075126e-07
2.500000000000000000e+01 9.446779299233419636e+00 1.597791939974056719e-02 1.088941057712422333e-04 2.134903806581610013e-07 2.138923801755205485e-07
2.600000000000000000e+01 8.883106281687105366e+00 1.533255741736036341e-02 1.157096423615524720e-04 2.138071627281150358e-07 2.149260033888048907e-07
2.700000000000000000e+01 8.376465320208360765e+00 1.466938203141745015e-02 1.225934164422237194e-04 2.141176744140310221e-07 2.157927362304014591e-07
2.800000000000000000e+01 7.920684517225027754e+00 1.402006530770921397e-02 1.295093438415897589e-04 2.144206623582403853e-07 2.165173207616898799e-07
2.900000000000000000e+01 7.507730011107998536e+00 1.335813009785988617e-02 1.365612001688255753e-04 2.147149508296836789e-07 2.171140147773376658e-07
3.000000000000000000e+01 7.134346028639876991e+00 1.267233052368495552e-02 1.437841718298834019e-04 2.149994485144907923e-07 2.175965131383239410e-07
3.100000000000000000e+01 6.792263843955303138e+00 1.203587680167200920e-02 1.511494272369544724e-04 2.152731548740760367e-07 2.179297414466287008e-07
3.200000000000000000e+01 6.479413413066962057e+00 1.142135173834285533e-02 1.586520371005428645e-04 2.155351647397236832e-07 2.181790419866171751e-07
3.300000000000000000e+01 6.194265063214804634e+00 1.081149028347757300e-02 1.661329827878427667e-04 2.157846736017141546e-07 2.183403779550409236e-07
3.400000000000000000e+01 5.929686057670991772e+00 1.023223299776453155e-02 1.735708841358744913e-04 2.160209808739307757e-07 2.183911386479388961e-07
3.500000000000000000e+01 5.686370774442636389e+00 9.642682755084282936e-03 1.810874378996393970e-04 2.162434923306982302e-07 2.183639541211364327e-07
3.600000000000000000e+01 5.462893067575671502e+00 9.047393594341661752e-03 1.886446752303552092e-04 2.164517232822714128e-07 2.182771100615065481e-07
3.700000000000000000e+01 5.253121262556312843e+00 8.474337761822875806e-03 1.962242667266946559e-04 2.166452984321742764e-07 2.180934600391672474e-07
3.800000000000000000e+01 5.058783365855294534e+00 7.901720116416736592e-03 2.037611330015985612e-04 2.168239533978613525e-07 2.178408125078815685e-07
3.900000000000000000e+01 4.878847791558924563e+00 7.325389256451832719e-03 2.112442753878326809e-04 2.169875334752408157e-07 2.175275376935591819e-07
4.000000000000000000e+01 4.711306334079710112e+00 6.748477647363290699e-03 2.186803512941945396e-04 2.171359923015644455e-07 2.171512318997653813e-07
4.100000000000000000e+01 4.554490651609718554e+00 6.173910767709796243e-03 2.260896892106684726e-04 2.172693902892535956e-07 2.167132495143875642e-07
4.200000000000000000e+01 4.407568205158407082e+00 5.605228540715843921e-03 2.335428900077564254e-04 2.173878911067821506e-07 2.162290780485257385e-07
4.300000000000000000e+01 4.269779209426643796e+00 5.045887467474134691e-03 2.410837631153051953e-04 2.174917583619799753e-07 2.157112587124005820e-07
4.400000000000000000e+01 4.140127033368178111e+00 4.499814968371899579e-03 2.486403442514669641e-04 2.175813511011007382e-07 2.151466711757270287e-07
4.500000000000000000e+01 4.017863057625326029e+00 3.968471346056744349e-03 2.561352350592945113e-04 2.176571188153083930e-07 2.145229009551501674e-07
4.600000000000000000e+01 3.902706839622681390e+00 3.445666498364942636e-03 2.635502281574238171e-04 2.177195954742132286e-07 2.138550124667975763e-07
4.700000000000000000e+01 3.794389097085158813e+00 2.925610529475184112e-03 2.708789907880383143e-04 2.177693939290603513e-07 2.131601203656226149e-07
4.800000000000000000e+01 3.692347466300822223e+00 2.407969691542785097e-03 2.781293349999202800e-04 2.178071985021942040e-07 2.124347084984921862e-07
4.900000000000000000e+01 3.595948041059011224e+00 1.894173303799958361e-03 2.853098838745069259e-04 2.178337582555006983e-07 2.116734450006275374e-07
5.000000000000000000e+01 3.504375617239700702e+00 1.387483274120224468e-03 2.924375009092897333e-04 2.178498790259283863e-07 2.108844224441533393e-07
5.100000000000000000e+01 3.417058353919284475e+00 8.900806169316130166e-04 2.995177469776897847e-04 2.178564159046079062e-07 2.100756015380849488e-07
5.200000000000000000e+01 3.334138905241700535e+00 3.995667628494244876e-04 3.065275478667028116e-04 2.178542647443627251e-07 2.092409268050765039e-07
5.300000000000000000e+01 3.255757280364912631e+00 -8.656826504504078060e-05 3.134416075046179777e-04 2.178443542719435958e-07 2.083744655142803185e-07
5.400000000000000000e+01 3.181584404977781944e+00 -5.682719939254453866e-04 3.202719536649371239e-04 2.178276367522457649e-07 2.074829422562088389e-07
5.500000000000000000e+01 3.111153107221687808e+00 -1.044611483079152612e-03 3.270361826940477198e-04 2.178050804542665319e-07 2.065746349752191061e-07
5.600000000000000000e+01 3.044005436436025391e+00 -1.513407720185288826e-03 3.337234486332522009e-04 2.177776605860181999e-07 2.056510045232158854e-07
5.700000000000000000e+01 2.979728581261334774e+00 -1.972489161030637622e-03 3.403212862354773605e-04 2.177463509670752991e-07 2.047117152893873891e-07
5.800000000000000000e+01 2.918124848245120528e+00 -2.420210809369175743e-03 3.468034665868172713e-04 2.177121161166487799e-07 2.037570956864656130e-07
5.900000000000000000e+01 2.859075499572487189e+00 -2.856390326619612750e-03 3.531518795265789620e-04 2.176759028619939165e-07 2.027878493689811149e-07
6.000000000000000000e+01 2.802715966953345017e+00 -3.285478718538755501e-03 3.593698258011242676e-04 2.176386327759116895e-07 2.018052391915220568e-07
6.100000000000000000e+01 2.749151281240794553e+00 -3.711416787856934140e-03 3.654656808196215839e-04 2.176011949107751475e-07 2.008107412418784877e-07
6.200000000000000000e+01 2.698142725775232620e+00 -4.133393391370717047e-03 3.714373866470432818e-04 2.175644387000006297e-07 1.998054059213544717e-07
6.300000000000000000e+01 2.649415342219857639e+00 -4.549696360358065211e-03 3.772822971491096231e-04 2.175291673241273867e-07 1.987902344881406112e-07
6.400000000000000000e+01 2.602698199208440144e+00 -4.958824458275205675e-03 3.829973279536988038e-04 2.174961320639660818e-07 1.977660897684143443e-07
6.500000000000000000e+01 2.557779462386021940e+00 -5.359561320795690025e-03 3.885833870674607277e-04 2.174660265125464242e-07 1.967340864002633952e-07
6.600000000000000000e+01 2.514509354312302936e+00 -5.751171935352963720e-03 3.940331825953312839e-04 2.174394816576063538e-07 1.956951550295018526e-07
6.700000000000000000e+01 2.472771469562232038e+00 -6.133101571904089368e-03 3.993447179788367474e-04 2.174170619434818925e-07 1.946503397803665556e-07
6.800000000000000000e+01 2.432483208904141048e+00 -6.505131831698838206e-03 4.045127919887962060e-04 2.173992613088480323e-07 1.936005435615899355e-07
6.900000000000000000e+01 2.393653247860662692e+00 -6.868059609517667384e-03 4.095329301592249205e-04 2.173865004972156448e-07 1.925463108387201348e-07
7.000000000000000000e+01 2.356327721188308022e+00 -7.223085453360074924e-03 4.144016920892867103e-04 2.173791242778301985e-07 1.914880913908095799e-07
7.100000000000000000e+01 2.320516823238666593e+00 -7.571343535081210586e-03 4.191191060449725230e-04 2.173774004409827397e-07 1.904263578440594764e-07
7.200000000000000000e+01 2.286243956272239863e+00 -7.913835134471901636e-03 4.236846548770828642e-04 2.173815184326739644e-07 1.893615832462303019e-07
7.300000000000000000e+01 2.253492067516178032e+00 -8.251209116835911406e-03 4.280964856308272612e-04 2.173915892999989364e-07 1.882942411622751867e-07
7.400000000000000000e+01 2.222124862197036865e+00 -8.582846610680049809e-03 4.323465437281170660e-04 2.174076460044294231e-07 1.872248492199938774e-07
7.500000000000000000e+01 2.191991817903842676e+00 -8.907691976703687245e-03 4.364281254959280921e-04 2.174296446233824352e-07 1.861537853243276464e-07
7.600000000000000000e+01 2.162872309238903057e+00 -9.224432598181869780e-03 4.403370518016542839e-04 2.174574661315836924e-07 1.850816925786012285e-07
7.700000000000000000e+01 2.134596191968962220e+00 -9.531922618439098507e-03 4.440739646715432371e-04 2.174909185786741347e-07 1.840091601693772492e-07
7.800000000000000000e+01 2.107152492641136021e+00 -9.830435656974754327e-03 4.476382626174164599e-04 2.175297402100161543e-07 1.829366708672106084e-07
7.900000000000000000e+01 2.080588814889744675e+00 -1.012053094101663699e-02 4.510304695802741298e-04 2.175736027995127301e-07 1.818648577337850178e-07
8.000000000000000000e+01 2.054924911605536142e+00 -1.040287314640362011e-02 4.542513775826262151e-04 2.176221158230430767e-07 1.807942898293222960e-07
8.100000000000000000e+01 2.030162965161542488e+00 -1.067772596043021008e-02 4.573020124680403603e-04 2.176748309117345523e-07 1.797254949425269338e-07
8.200000000000000000e+01 2.006237463912590169e+00 -1.094473307924792929e-02 4.601842437125164059e-04 2.177312466192117348e-07 1.786590405564502724e-07
8.300000000000000000e+01 1.983077962690478646e+00 -1.120388774245212153e-02 4.628958617744945441e-04 2.177908138977351792e-07 1.775951890722988352e-07
8.400000000000000000e+01 1.960647943199887777e+00 -1.145500943584134776e-02 4.654351049442147681e-04 2.178529416417664071e-07 1.765340555276855371e-07
8.500000000000000000e+01 1.938906642616338383e+00 -1.169826657610132867e-02 4.678000171673550350e-04 2.179170025493905847e-07 1.754759618708025644e-07
8.600000000000000000e+01 1.917822115375596326e+00 -1.193351307328432108e-02 4.699909703504290140e-04 2.179823392738175201e-07 1.744209841193966182e-07
8.700000000000000000e+01 1.897352048653405676e+00 -1.216081133881376924e-02 4.720061374847078837e-04 2.180482706820103834e-07 1.733694038200353089e-07
8.800000000000000000e+01 1.877468846253342205e+00 -1.238023045073012585e-02 4.738447184485586328e-04 2.181140982666120921e-07 1.723213808693844265e-07
8.900000000000000000e+01 1.858169752937939734e+00 -1.259190352647960968e-02 4.755062477804865013e-04 2.181791124365420606e-07 1.712771567015739007e-07
9.000000000000000000e+01 1.839442392427216078e+00 -1.279604645329887082e-02 4.769874340795272113e-04 2.182425990896482520e-07 1.702369298485206529e-07
9.100000000000000000e+01 1.821267269384233112e+00 -1.299257869288488257e-02 4.782894622339692683e-04 2.183038459428678836e-07 1.692008678084558390e-07
9.200000000000000000e+01 1.803617145336948058e+00 -1.318162567840742636e-02 4.794123127787991412e-04 2.183621486122120557e-07 1.681691755455464207e-07
9.300000000000000000e+01 1.786477020624546608e+00 -1.336309905701333137e-02 4.803562140085377587e-04 2.184168169009097589e-07 1.671420388469584159e-07
9.400000000000000000e+01 1.769816773978198254e+00 -1.353713704216768718e-02 4.811231839259694199e-04 2.184671804246892019e-07 1.661197024595292826e-07
9.500000000000000000e+01 1.753623476922181013e+00 -1.370367158832691903e-02 4.817132609011056115e-04 2.185125943258781939e-07 1.651022949122770359e-07
9.600000000000000000e+01 1.737869612705073008e+00 -1.386269996841299305e-02 4.821277107475605787e-04 2.185524444967631777e-07 1.640900810310918646e-07
9.700000000000000000e+01 1.722534231727506970e+00 -1.401422915262148794e-02 4.823674284147104301e-04 2.185861524754153650e-07 1.630832484441916792e-07
9.800000000000000000e+01 1.707603087824375310e+00 -1.415828480824459119e-02 4.824329176416626130e-04 2.186131799459300932e-07 1.620819574348966107e-07
9.900000000000000000e+01 1.693046621921924455e+00 -1.429489159348788785e-02 4.823255803472818693e-04 2.186330328584058005e-07 1.610862753236863970e-07
1.000000000000000000e+02 1.678860955680082645e+00 -1.442409067600831235e-02 4.820482478796400488e-04 2.186452650578514952e-07 1.600962604710330862e-07
1.010000000000000000e+02 1.665028487020033587e+00 -1.454592867361016381e-02 4.816019187496714603e-04 2.186494814518280064e-07 1.591119340992591070e-07
1.020000000000000000e+02 1.651537000146613199e+00 -1.466059032399971360e-02 4.809832656387483967e-04 2.186453406777832170e-07 1.581332998906129545e-07
1.030000000000000000e+02 1.638366109009971483e+00 -1.476794940281758901e-02 4.802024780437815833e-04 2.186325572427608379e-07 1.571604915418782836e-07
1.040000000000000000e+02 1.625505154326971846e+00 -1.486815364002229412e-02 4.792520620140244478e-04 2.186109031680900257e-07 1.561934766430140048e-07
1.050000000000000000e+02 1.612939742018012046e+00 -1.496122168658884852e-02 4.781378446178632317e-04 2.185802090572142496e-07 1.552323158198936422e-07
1.060000000000000000e+02 1.600656226108590374e+00 -1.504713721988729797e-02 4.768612817167328685e-04 2.185403647389749362e-07 1.542770517001325778e-07
1.070000000000000000e+02 1.588641664312973045e+00 -1.512601370630808038e-02 4.754279304498346386e-04 2.184913192483627788e-07 1.533277273964654414e-07
1.080000000000000000e+02 1.576879811796963349e+00 -1.519788428143831020e-02 4.738351760759386389e-04 2.184330803854605343e-07 1.523844043371066255e-07
1.090000000000000000e+02 1.565367013821924225e+00 -1.526274779080519922e-02 4.720885364768495542e-04 2.183657137669162061e-07 1.514471617285557436e-07
1.100000000000000000e+02 1.554088162583317168e+00 -1.532072472801966970e-02 4.701856434509292288e-04 2.182893413159841285e-07 1.505159726801346609e-07
1.110000000000000000e+02 1.543032742920449563e+00 -1.537189620244748707e-02 4.681319552284292276e-04 2.182041393946042093e-07 1.495909525948128106e-07
1.120000000000000000e+02 1.532194449723994989e+00 -1.541623347673794740e-02 4.659326918660446635e-04 2.181103364176821241e-07 1.486721111960155224e-07
1.130000000000000000e+02 1.521563588581627657e+00 -1.545389733037665081e-02 4.635856013211369004e-04 2.180082100744049323e-07 1.477595114337623634e-07
1.140000000000000000e+02 1.511130940251533827e+00 -1.548490120942873881e-02 4.610922817170073299e-04 2.178980842054537677e-07 1.468532163052825997e-07
1.150000000000000000e+02 1.500887709486625310e+00 -1.550933259357483406e-02 4.584613521939825964e-04 2.177803252798020839e-07 1.459532620281110458e-07
1.160000000000000000e+02 1.490828868427362952e+00 -1.552727486213256042e-02 4.556940963775752773e-04 2.176553386167314463e-07 1.450596803729383965e-07
1.170000000000000000e+02 1.480946160369923215e+00 -1.553877666426147636e-02 4.527884504704091594e-04 2.175235643244859767e-07 1.441724254696547374e-07
1.180000000000000000e+02 1.471228401743496228e+00 -1.554388892626049762e-02 4.497525776014919038e-04 2.173854729972876476e-07 1.432914695416682422e-07
1.190000000000000000e+02 1.461671542980406580e+00 -1.554272996307722206e-02 4.465876761418912538e-04 2.172415612395995246e-07 1.424168858635246825e-07
1.200000000000000000e+02 1.452268451013410067e+00 -1.553535126124394247e-02 4.432981873888129729e-04 2.170923470831991867e-07 1.415486134171389689e-07
1.210000000000000000e+02 1.443012329266433191e+00 -1.552180603133333087e-02 4.398852046372237184e-04 2.169383652517517252e-07 1.406866588396030898e-07
1.220000000000000000e+02 1.433893589485576880e+00 -1.550221120597681038e-02 4.363529601294668025e-04 2.167801624302029169e-07 1.398310616354550353e-07
1.230000000000000000e+02 1.424909266316230161e+00 -1.547661982453259026e-02 4.327055103133604962e-04 2.166182924938820036e-07 1.389817627883532346e-07
1.240000000000000000e+02 1.416053466249610926e+00 -1.544508621788638278e-02 4.289437332401760850e-04 2.164533117965617240e-07 1.381388183430965900e-07
1.250000000000000000e+02 1.407317603811614415e+00 -1.540772510687892123e-02 4.250744658979840949e-04 2.162857745232247016e-07 1.373021865997589438e-07
1.260000000000000000e+02 1.398699371153445670e+00 -1.536461927712311909e-02 4.210983669415512129e-04 2.161162281616534133e-07 1.364718591046666411e-07
1.270000000000000000e+02 1.390190773541268188e+00 -1.531582193288829295e-02 4.170218756352772355e-04 2.159452091699409443e-07 1.356478915206502678e-07
1.280000000000000000e+02 1.381787052995118392e+00 -1.526144368964191603e-02 4.128454563341503805e-04 2.157732387840048011e-07 1.348302434921031980e-07
1.290000000000000000e+02 1.373486448884102318e+00 -1.520156459944110514e-02 4.085751830798599175e-04 2.156008191091425821e-07 1.340189230490524348e-07
1.300000000000000000e+02 1.365281752726230424e+00 -1.513623635418955872e-02 4.042113481349909106e-04 2.154284294469328413e-07 1.332139382806700359e-07
1.310000000000000000e+02 1.357166121285259708e+00 -1.506556531611886324e-02 3.997596895722017136e-04 2.152565229331402980e-07 1.324152817886796813e-07
1.320000000000000000e+02 1.349141078516216785e+00 -1.498962896793125735e-02 3.952256659299114997e-04 2.150855234451529389e-07 1.316229557546907213e-07
1.330000000000000000e+02 1.341197701068695958e+00 -1.490853143851309133e-02 3.906092375105945117e-04 2.149158229506060513e-07 1.308369372200633737e-07
1.340000000000000000e+02 1.333335318728931851e+00 -1.482232294532849839e-02 3.859207435505503862e-04 2.147477790955192212e-07 1.300572122723337047e-07
1.350000000000000000e+02 1.325548163157747039e+00 -1.473115581368213134e-02 3.811572583397250156e-04 2.145817132594580236e-07 1.292836907847538657e-07
1.360000000000000000e+02 1.317835760895231356e+00 -1.463505151711785510e-02 3.763260936283968801e-04 2.144179089482531116e-07 1.285163898052691862e-07
1.370000000000000000e+02 1.310192680920348129e+00 -1.453410749626961838e-02 3.714292475305601741e-04 2.142566105959525812e-07 1.277552503389491030e-07
1.380000000000000000e+02 1.302616191452270700e+00 -1.442844300718166412e-02 3.664735119871813558e-04 2.140980227591939262e-07 1.270002290817862150e-07
1.390000000000000000e+02 1.295101275880208958e+00 -1.431814949408099710e-02 3.614605345224837550e-04 2.139423097151639531e-07 1.262513424827447560e-07
1.400000000000000000e+02 1.287650255300292423e+00 -1.420331608525811189e-02 3.563942694801431731e-04 2.137895954554688830e-07 1.255085175178528729e-07
1.410000000000000000e+02 1.280255958972161601e+00 -1.408405297602992670e-02 3.512831450435862225e-04 2.136399640551278169e-07 1.247717262502116128e-07
1.420000000000000000e+02 1.272916176931921717e+00 -1.396042091219978215e-02 3.461259553757224054e-04 2.134934604071376547e-07 1.240409408005926317e-07
1.430000000000000000e+02 1.265631055888821965e+00 -1.383254784670548236e-02 3.409283876157411528e-04 2.133500913829492076e-07 1.233161333471124838e-07
1.440000000000000000e+02 1.258393997511457751e+00 -1.370051247991221736e-02 3.356958416609263419e-04 2.132098272116915288e-07 1.225972617110615968e-07
1.450000000000000000e+02 1.251205348552328012e+00 -1.356436955926140255e-02 3.304290350442944287e-04 2.130726033209149301e-07 1.218842984316455055e-07
1.460000000000000000e+02 1.244056711560337813e+00 -1.342426017101984795e-02 3.251351899933723768e-04 2.129383223807671715e-07 1.211772445996624927e-07
1.470000000000000000e+02 1.236946552673829691e+00 -1.328021277690861514e-02 3.198190119569843887e-04 2.128068566729364569e-07 1.204760156982327382e-07
1.480000000000000000e+02 1.229871282481266759e+00 -1.313234113241207313e-02 3.144828519607605001e-04 2.126780506846718088e-07 1.197806412615896355e-07
1.490000000000000000e+02 1.222827383893756892e+00 -1.298071240755671076e-02 3.091310298988838570e-04 2.125517239248650420e-07 1.190910189949582153e-07
1.500000000000000000e+02 1.215811117910370331e+00 -1.282538881229038780e-02 3.037676234433326380e-04 2.124276739100418817e-07 1.184071555205844667e-07
1.510000000000000000e+02 1.208816796501927415e+00 -1.266647107327948871e-02 2.983964979430054937e-04 2.123056793514655968e-07 1.177289686274666925e-07
1.520000000000000000e+02 1.201847042964811374e+00 -1.250405655890078106e-02 2.930213226216308252e-04 2.121855034136767983e-07 1.170563767916633831e-07
1.530000000000000000e+02 1.194898390817626721e+00 -1.233823941172995133e-02 2.876475609138742459e-04 2.120668970754815801e-07 1.163893813336029898e-07
1.540000000000000000e+02 1.187971451119846034e+00 -1.216914978156634700e-02 2.822803962992875902e-04 2.119496025509232794e-07 1.157278598284471986e-07
1.550000000000000000e+02 1.181064863156697786e+00 -1.199685492628839965e-02 2.769208852006183161e-04 2.118333566982333287e-07 1.150718133153866923e-07
1.560000000000000000e+02 1.174181136522365110e+00 -1.182147745161143439e-02 2.715757439697343164e-04 2.117178944999970666e-07 1.144211608676521122e-07
1.570000000000000000e+02 1.167315117942879121e+00 -1.164309767629220262e-02 2.662457005118102574e-04 2.116029523522843944e-07 1.137758489980756279e-07
1.580000000000000000e+02 1.160469334245484818e+00 -1.146181193042575611e-02 2.609388707336335799e-04 2.114882713879322204e-07 1.131357976329277604e-07
1.590000000000000000e+02 1.153640673768706382e+00 -1.127771314491148209e-02 2.556556189491123723e-04 2.113736006498658346e-07 1.125010200446089661e-07
1.600000000000000000e+02 1.146827982056501494e+00 -1.109090910636381482e-02 2.504017161068753262e-04 2.112587001238595596e-07 1.118713832039527448e-07
1.610000000000000000e+02 1.140026574902672785e+00 -1.090146778377370888e-02 2.451808477663249214e-04 2.111433435904147341e-07 1.112468606674383499e-07
1.620000000000000000e+02 1.133235525908879104e+00 -1.070950806664353397e-02 2.399965051987680705e-04 2.110273213158027355e-07 1.106274254524407645e-07
1.630000000000000000e+02 1.126453948850502762e+00 -1.051507439009604847e-02 2.348554864418306233e-04 2.109104424926394072e-07 1.100129723174804538e-07
1.640000000000000000e+02 1.119677546249475686e+00 -1.031829639333002764e-02 2.297573443659524774e-04 2.107925374332117070e-07 1.094034745090992426e-07
1.650000000000000000e+02 1.112907335695494382e+00 -1.011923039055139494e-02 2.247067464510520650e-04 2.106734595772657589e-07 1.087988791188962197e-07
1.660000000000000000e+02 1.106140970189827932e+00 -9.917982343297078798e-03 2.197081280004644667e-04 2.105530871554916289e-07 1.081991383592899085e-07
1.670000000000000000e+02 1.099378087651802227e+00 -9.714640754606236953e-03 2.147657324598192862e-04 2.104313245881507446e-07 1.076042121230291434e-07
1.680000000000000000e+02 1.092618393857607506e+00 -9.509340979028451865e-03 2.098835901596029184e-04 2.103081036158359224e-07 1.070140782958943897e-07
1.690000000000000000e+02 1.085861606846961092e+00 -9.302164139114048325e-03 2.050655181805967548e-04 2.101833841068085916e-07 1.064287398690742922e-07
1.700000000000000000e+02 1.079107456383436858e+00 -9.093204426170689580e-03 2.003135244837499196e-04 2.100571545766880246e-07 1.058481244961661280e-07
1.710000000000000000e+02 1.072354096548581825e+00 -8.882552416280602159e-03 1.956326711701860516e-04 2.099294323946906508e-07 1.052722353609612873e-07
1.720000000000000000e+02 1.065604471173093648e+00 -8.670310901366950346e-03 1.910261909441282764e-04 2.098002636950738737e-07 1.047010627995986180e-07
1.730000000000000000e+02 1.058855186144268323e+00 -8.456563116520925127e-03 1.864971394010751966e-04 2.096697230004484230e-07 1.041345478261861796e-07
1.740000000000000000e+02 1.052106066413524221e+00 -8.241404445917598770e-03 1.820484030208172153e-04 2.095379125443475021e-07 1.035726933011406558e-07
1.750000000000000000e+02 1.045358459906278181e+00 -8.024956832218490058e-03 1.776857375480799732e-04 2.094049613345093835e-07 1.030154894457739452e-07
1.760000000000000000e+02 1.038610656809670463e+00 -7.807292301951423465e-03 1.734101127456380293e-04 2.092710239426438019e-07 1.024628900206427823e-07
1.770000000000000000e+02 1.031862504760648003e+00 -7.588494949233762221e-03 1.692268661485170269e-04 2.091362790549109560e-07 1.019148493272370621e-07
1.780000000000000000e+02 1.025112393165721336e+00 -7.368660216348689798e-03 1.651381340907315232e-04 2.090009277857650489e-07 1.013713938959769969e-07
1.790000000000000000e+02 1.018361680089125976e+00 -7.147865239169221528e-03 1.611459234222228996e-04 2.088651917997191849e-07 1.008324779483302220e-07
1.800000000000000000e+02 1.011610231466112175e+00 -6.926212777561261205e-03 1.572549825240449615e-04 2.087293112353951998e-07 1.002980562337469281e-07
1.810000000000000000e+02 1.004856502267651663e+00 -6.703801423712006137e-03 1.534683989201076964e-04 2.085935424317022542e-07 9.976815459691719387e-08
1.820000000000000000e+02 9.981018177700238247e-01 -6.480711754534816682e-03 1.497890885414711641e-04 2.084581556153630894e-07 9.924270430612797307e-08
1.830000000000000000e+02 9.913460818294191901e-01 -6.257034716898041658e-03 1.462184102587395392e-04 2.083234323649249919e-07 9.872170360138517051e-08
1.840000000000000000e+02 9.845879174230142139e-01 -6.032870254577164110e-03 1.427603414927194599e-04 2.081896630451418882e-07 9.820512317808254386e-08
1.850000000000000000e+02 9.778287409999082413e-01 -5.808259708619884637e-03 1.394186438935832942e-04 2.080571441649203996e-07 9.769289508233364360e-08
1.860000000000000000e+02 9.710672253026704226e-01 -5.583323332541922229e-03 1.361941954189582955e-04 2.079261757051233284e-07 9.718496332694357833e-08
1.870000000000000000e+02 9.643047549888084102e-01 -5.358123309627042981e-03 1.330892571937904070e-04 2.077970584436366459e-07 9.668131779661155325e-08
1.880000000000000000e+02 9.575413432052917173e-01 -5.132758707490444119e-03 1.301076625459072903e-04 2.076700912901496987e-07 9.618186828516445944e-08
1.890000000000000000e+02 9.507757030227332873e-01 -4.907298515099874255e-03 1.272514836462411035e-04 2.075455686705331904e-07 9.568661583687103491e-08
1.900000000000000000e+02 9.440091739102535184e-01 -4.681834608211977479e-03 1.245231794131038941e-04 2.074237779791587614e-07 9.519549321934830194e-08
1.910000000000000000e+02 9.372417674662893994e-01 -4.456455065035528837e-03 1.219246833250438810e-04 2.073049971450191128e-07 9.470843368437599195e-08
