# ells, tt, te, ee, bb, kk
1.500000000000000000e+01 2.219354296402223170e+01 2.531502206283781434e-02 6.315263267405386079e-05 2.108232778208083640e-07 1.914211945260850626e-07
1.600000000000000000e+01 1.979896989782998773e+01 2.376718627775858961e-02 6.154975445848065094e-05 2.111223410399602308e-07 1.949711589626360271e-07
1.700000000000000000e+01 1.782626595850574702e+01 2.242561248464799636e-02 6.223910152271682655e-05 2.114300648611780817e-07 1.981217371194926098e-07
1.800000000000000000e+01 1.616695950306174012e+01 2.119780760357910937e-02 6.523884539722210369e-05 2.117449043070676715e-07 2.009661913734076513e-07
1.900000000000000000e+01 1.476858393463500718e+01 2.016564242018404479e-02 7.002899566616404658e-05 2.120652989032734029e-07 2.035116981629717257e-07
2.000000000000000000e+01 1.355987573790470968e+01 1.931042865053959542e-02 7.577467123528011010e-05 2.123896831516359701e-07 2.057639518571931568e-07
2.100000000000000000e+01 1.251008663390235398e+01 1.856100908076803446e-02 8.196703325962232040e-05 2.127164968745437135e-07 2.077600013095089947e-07
2.200000000000000000e+01 1.159408587266993429e+01 1.788616806965969558e-02 8.848372441453566809e-05 2.130441955899883365e-07 2.095380867351857150e-07
2.300000000000000000e+01 1.078939017542047196e+01 1.726644964514417735e-02 9.527278799945387464e-05 2.133712602781977034e-07 2.111168757898874132e-07
2.400000000000000000e+01 1.007754113122320838e+01 1.662660704501458739e-02 1.021228514586168925e-04 2.136962074830249517e-07 2.124695288239691180e-07
2.500000000000000000e+01 9.446779002148268489e+00 1.597791955345612136e-02 1.088946296296001981e-04 2.140175985223343568e-07 2.136553577838479300e-07
2.600000000000000000e+01 8.883105988690015664e+00 1.533255758852551665e-02 1.157101653801397061e-04 2.143340486188030240e-07 2.146863930357866031e-07
2.700000000000000000e+01 8.376465031149344043e+00 1.466938222137115048e-02 1.225939385788333842e-04 2.146442352597164267e-07 2.155508612794631628e-07
2.800000000000000000e+01 7.920684231931812036e+00 1.402006551783755058e-02 1.295098650535841673e-04 2.149469064127223114e-07 2.162734688522877518e-07
2.900000000000000000e+01 7.507729729387090600e+00 1.335813032959350458e-02 1.365617204132237548e-04 2.152408875847293711e-07 2.168684514989365271e-07
3.000000000000000000e+01 7.134345750277743647e+00 1.267233077849624044e-02 1.437846910634523303e-04 2.155250886061511444e-07 2.173494840865257970e-07
3.100000000000000000e+01 6.792263568719661748e+00 1.203587708107204009e-02 1.511499454163002857e-04 2.157985099876474355e-07 2.176815313529150295e-07
3.200000000000000000e+01 6.479413140708151886e+00 1.142135204387813123e-02 1.586525541822152933e-04 2.160602474991763547e-07 2.179298568702574793e-07
3.300000000000000000e+01 6.194264793467255892e+00 1.081149061672656390e-02 1.661334987284310879e-04 2.163094974659654085e-07 2.180904246700425730e-07
3.400000000000000000e+01 5.929685790254746180e+00 1.023223336033405977e-02 1.735713988921121535e-04 2.165455600229444063e-07 2.181406467674581266e-07
3.500000000000000000e+01 5.686370509064950340e+00 9.642683148605767432e-03 1.810879514285169403e-04 2.167678415420880679e-07 2.181131100764750225e-07
3.600000000000000000e+01 5.462892803932655639e+00 9.047394020467251427e-03 1.886451874892165423e-04 2.169758578230657340e-07 2.180260736570147868e-07
3.700000000000000000e+01 5.253121000334613377e+00 8.474338222221501279e-03 1.962247776733539871e-04 2.171692339292057596e-07 2.178424299270246416e-07
3.800000000000000000e+01 5.058783104733795000e+00 7.901720612770089108e-03 2.037616425944381940e-04 2.173477057261196925e-07 2.175899510433783960e-07
3.900000000000000000e+01 4.878847531210467992e+00 7.325389790450320508e-03 2.112447835859112438e-04 2.175111186355931940e-07 2.172769937448243089e-07
4.000000000000000000e+01 4.711306074172821212e+00 6.748478220701990132e-03 2.186808580573532655e-04 2.176594262995968113e-07 2.169011534627806498e-07
4.100000000000000000e+01 4.554490391810313454e+00 6.173911382084409059e-03 2.260901944996260120e-04 2.177926890258720194e-07 2.164637793639081621e-07
4.200000000000000000e+01 4.407567945131479981e+00 5.605229197818710832e-03 2.335433937842092437e-04 2.179110702624581225e-07 2.159803372301511707e-07
4.300000000000000000e+01 4.269778948837932298e+00 5.045888168990303631e-03 2.410842653420191065e-04 2.180148332905652162e-07 2.154633502630820021e-07
4.400000000000000000e+01 4.140126771885769941e+00 4.499815715975297170e-03 2.486408448923659270e-04 2.181043367267165294e-07 2.148997111379812262e-07
4.500000000000000000e+01 4.017862794921224889e+00 3.968472141406447114e-03 2.561357340795428661e-04 2.181800295357356451e-07 2.142770174456245256e-07
4.600000000000000000e+01 3.902706575374304876e+00 3.445667343101591756e-03 2.635507255235090373e-04 2.182424450652430065e-07 2.136103120558815811e-07
4.700000000000000000e+01 3.794388830976763050e+00 2.925611425217546340e-03 2.708794864678356522e-04 2.182921954670542313e-07 2.129166856729192589e-07
4.800000000000000000e+01 3.692347198024848787e+00 2.407970639884481068e-03 2.781298289627634566e-04 2.183299642823882896e-07 2.121926236820803832e-07
4.900000000000000000e+01 3.595947770317343917e+00 1.894174306306381072e-03 2.853103760912428831e-04 2.183564997264712904e-07 2.114327981661254682e-07
5.000000000000000000e+01 3.504375343744829507e+00 1.387484332325652700e-03 2.924379913523337117e-04 2.183726067257683417e-07 2.106452897080091987e-07
5.100000000000000000e+01 3.417058077395363824e+00 8.900817323365373644e-04 2.995182356210658180e-04 2.183791394127198220e-07 2.098380469563337454e-07
5.200000000000000000e+01 3.334138625425509428e+00 3.995679369180935958e-04 3.065280346860829210e-04 2.183769926363355610e-07 2.090050180659346033e-07
5.300000000000000000e+01 3.255756997006694853e+00 -8.656703088684539497e-05 3.134420924773451025e-04 2.183670940920568205e-07 2.081402739670206640e-07
5.400000000000000000e+01 3.181584117841979698e+00 -5.682706982923999830e-04 3.202724367700570513e-04 2.183503949787190879e-07 2.072505293996656069e-07
5.500000000000000000e+01 3.111152816087552342e+00 -1.044610124628143595e-03 3.270366639123147229e-04 2.183278624927518320e-07 2.063440507795940971e-07
5.600000000000000000e+01 3.044005141098113931e+00 -1.513406297616925154e-03 3.337239279471383626e-04 2.183004707608259840e-07 2.054222946428321295e-07
5.700000000000000000e+01 2.979728281529888445e+00 -1.972487673090524054e-03 3.403217636291743084e-04 2.182691925227392785e-07 2.044849230447731884e-07
5.800000000000000000e+01 2.918124543946320149e+00 -2.420209254848948791e-03 3.468039420462227336e-04 2.182349912353176795e-07 2.035322616111596488e-07
5.900000000000000000e+01 2.859075190548595380e+00 -2.856388704357743641e-03 3.531523530392855457e-04 2.181988126814209200e-07 2.025650109212965055e-07
6.000000000000000000e+01 2.802715653062730183e+00 -3.285477027421126756e-03 3.593702973563982629e-04 2.181615774191488996e-07 2.015844303488507693e-07
6.100000000000000000e+01 2.749150962357842065e+00 -3.711415026817198228e-03 3.654661504083733109e-04 2.181241735258991927e-07 2.005919923620709546e-07
6.200000000000000000e+01 2.698142401790148526e+00 -4.133391559390445572e-03 3.714378542617941849e-04 2.180874495051411479e-07 1.995887443793399988e-07
6.300000000000000000e+01 2.649415013038366684e+00 -4.549694456466705540e-03 3.772827627839572514e-04 2.180522076563791013e-07 1.985756847742885230e-07
6.400000000000000000e+01 2.602697864751384760e+00 -4.958822481549844154e-03 3.829977916042685100e-04 2.180191984434215810e-07 1.975536736396954829e-07
6.500000000000000000e+01 2.557779122588864418e+00 -5.359559270360656456e-03 3.885838487308602941e-04 2.179891147048153716e-07 1.965238226102891538e-07
6.600000000000000000e+01 2.514509009124546335e+00 -5.751169810379271920e-03 3.940336422701024586e-04 2.179625867408580668e-07 1.954870595283011835e-07
6.700000000000000000e+01 2.472771118946750946e+00 -6.133099371608751078e-03 3.993451756648959384e-04 2.179401783884811414e-07 1.944444255942031652e-07
6.800000000000000000e+01 2.432482852836450604e+00 -6.505129555344037369e-03 4.045132476873800542e-04 2.179223830543309668e-07 1.933968210420590575e-07
6.900000000000000000e+01 2.393652886328110796e+00 -6.868057256409858084e-03 4.095333838728278499e-04 2.179096210355039406e-07 1.923447884343501224e-07
7.000000000000000000e+01 2.356327354189219569e+00 -7.223083022848973515e-03 4.144021438216073140e-04 2.179022367322346749e-07 1.912887758452552278e-07
7.100000000000000000e+01 2.320516450781431761e+00 -7.571341026558734040e-03 4.191195558008454212e-04 2.179004976585824518e-07 1.902292541722580701e-07
7.200000000000000000e+01 2.286243578374367758e+00 -7.913832547371059054e-03 4.236851026624209701e-04 2.179045930676942617e-07 1.891666947341181523e-07
7.300000000000000000e+01 2.253491684203313472e+00 -8.251206450629666039e-03 4.280969314525589521e-04 2.179146339022811162e-07 1.881015693662530733e-07
7.400000000000000000e+01 2.222124473501958963e+00 -8.582843864880181084e-03 4.323469875941293706e-04 2.179306531033504667e-07 1.870343939219530134e-07
7.500000000000000000e+01 2.191991423865446098e+00 -8.907689150859654514e-03 4.364285674150068426e-04 2.179526068141629533e-07 1.859655447451820786e-07
7.600000000000000000e+01 2.162871909901174394e+00 -9.224429691879717716e-03 4.403374917834255694e-04 2.179803761606593972e-07 1.848956633941115249e-07
7.700000000000000000e+01 2.134595787379962584e+00 -9.531919631300398918e-03 4.440744027264228251e-04 2.180137694210909601e-07 1.838253376369429930e-07
7.800000000000000000e+01 2.107152082851988517e+00 -9.830432588655619100e-03 4.476386987565567793e-04 2.180525251488852290e-07 1.827550489314055680e-07
7.900000000000000000e+01 2.080588399953648082e+00 -1.012052779120681777e-02 4.510309038155202520e-04 2.180963154964582666e-07 1.816854288752550720e-07
8.000000000000000000e+01 2.054924491576801682e+00 -1.040286991482568604e-02 4.542518099264699380e-04 2.181447503886015029e-07 1.806170451283602064e-07
8.100000000000000000e+01 2.030162540094663903e+00 -1.067772264683884698e-02 4.573024429335803098e-04 2.181973819703783456e-07 1.795504241184551415e-07
8.200000000000000000e+01 2.006237033861358654e+00 -1.094472968342936371e-02 4.601846723134268109e-04 2.182537093640311695e-07 1.784861319887915604e-07
8.300000000000000000e+01 1.983077527707141297e+00 -1.120388426422367148e-02 4.628962885249931982e-04 2.183131841448598227e-07 1.774244303423329573e-07
8.400000000000000000e+01 1.960647503334359110e+00 -1.145500587505110870e-02 4.654355298590372799e-04 2.183752158767129361e-07 1.763654336207284155e-07
8.500000000000000000e+01 1.938906197915472918e+00 -1.169826293262802609e-02 4.678004402617372097e-04 2.184391779649523957e-07 1.753094629769212212e-07
8.600000000000000000e+01 1.917821665882519566e+00 -1.193350934703730354e-02 4.699913916400898857e-04 2.185044138040081188e-07 1.742565938674488790e-07
8.700000000000000000e+01 1.897351594406915032e+00 -1.216080752973317490e-02 4.720065569858411503e-04 2.185702430272751350e-07 1.732071070812444504e-07
8.800000000000000000e+01 1.877468387287374085e+00 -1.238022655878720860e-02 4.738451361778265301e-04 2.186359679134762093e-07 1.721611618716152766e-07
8.900000000000000000e+01 1.858169289281111691e+00 -1.259189955167723009e-02 4.755066637550235979e-04 2.187008796663261758e-07 1.711189989520885424e-07
9.000000000000000000e+01 1.839441924102441339e+00 -1.279604239567214662e-02 4.769878483169428477e-04 2.187642649849894589e-07 1.700808162112576076e-07
9.100000000000000000e+01 1.821266796408410604e+00 -1.299257455250202829e-02 4.782898747523573152e-04 2.188254123864261595e-07 1.690467806827113490e-07
9.200000000000000000e+01 1.803616667720726818e+00 -1.318162145537071783e-02 4.794127235967546416e-04 2.188836182737937722e-07 1.680170968683263157e-07
9.300000000000000000e+01 1.786476538372168577e+00 -1.336309475146024890e-02 4.803566231451727574e-04 2.189381932251175711e-07 1.669919501095545744e-07
9.400000000000000000e+01 1.769816287087412787e+00 -1.353713265427220619e-02 4.811235914009380629e-04 2.189884676049799172e-07 1.659715846538086899e-07
9.500000000000000000e+01 1.753622985384234001e+00 -1.370366711830093773e-02 4.817136667346288655e-04 2.190337972772282250e-07 1.649561286339141102e-07
9.600000000000000000e+01 1.737869116504768607e+00 -1.386269541650788154e-02 4.821281149604548003e-04 2.190735688216128414e-07 1.639458463571596759e-07
9.700000000000000000e+01 1.722533730843332611e+00 -1.401422451912977436e-02 4.823678310284190782e-04 2.191072044231938633e-07 1.629409250013630305e-07
9.800000000000000000e+01 1.707602582228699983e+00 -1.415828009350175026e-02 4.824333186782900763e-04 2.191341663681697017e-07 1.619415244684576089e-07
9.900000000000000000e+01 1.693046111581251179e+00 -1.429488679787422820e-02 4.823259798296296785e-04 2.191539611585910332e-07 1.609477119628046728e-07
1.000000000000000000e+02 1.678860440555364653e+00 -1.442408579995094371e-02 4.820486458312422213e-04 2.191661431388612657e-07 1.599595457823801680e-07
1.010000000000000000e+02 1.665027967067039594e+00 -1.454592371758502492e-02 4.816023151948317432e-04 2.191703176589516718e-07 1.589770471181268375e-07
1.020000000000000000e+02 1.651536475316343067e+00 -1.466058528853367467e-02 4.809836606025772376e-04 2.191661437388859059e-07 1.580002196343856557e-07
1.030000000000000000e+02 1.638365579249114301e+00 -1.476794428849057331e-02 4.802028715522329389e-04 2.191533362061099084e-07 1.570291968997022424e-07
1.040000000000000000e+02 1.625504619578401977e+00 -1.486814844746942206e-02 4.792524540939306415e-04 2.191316673386948221e-07 1.560639465150318750e-07
1.050000000000000000e+02 1.612939202221317814e+00 -1.496121641650260091e-02 4.781382352969706234e-04 2.191009679302338541e-07 1.551045290380667958e-07
1.060000000000000000e+02 1.600655681200628289e+00 -1.504713187301964794e-02 4.768616710237313450e-04 2.190611279359139568e-07 1.541509870426379917e-07
1.070000000000000000e+02 1.588641114228441786e+00 -1.512600828347262540e-02 4.754283184143877003e-04 2.190120964505330462e-07 1.532033635865555909e-07
1.080000000000000000e+02 1.576879256468995072e+00 -1.519787878351232420e-02 4.738355627287094206e-04 2.189538812681884799e-07 1.522617200276314395e-07
1.090000000000000000e+02 1.565366453182681417e+00 -1.526274221873165707e-02 4.720889218495224549e-04 2.188865479364275780e-07 1.513261354874635449e-07
1.100000000000000000e+02 1.554087596564595053e+00 -1.532071908280919353e-02 4.701860275762288310e-04 2.188102182458025112e-07 1.503965830747557558e-07
1.110000000000000000e+02 1.543032171454272738e+00 -1.537189048518018165e-02 4.681323381401316817e-04 2.187250683667122769e-07 1.494731780774471224e-07
1.120000000000000000e+02 1.532193872743209173e+00 -1.541622768856515044e-02 4.659330735989880958e-04 2.186313264635654739e-07 1.485559301874966269e-07
1.130000000000000000e+02 1.521563006020475228e+00 -1.545389147252257053e-02 4.635859819112236359e-04 2.185292699207406763e-07 1.476449022806713665e-07
1.140000000000000000e+02 1.511130352046211378e+00 -1.548489528319194584e-02 4.610926612012010190e-04 2.184192222231848468e-07 1.467401572796585315e-07
1.150000000000000000e+02 1.500887115575818109e+00 -1.550932660032963012e-02 4.584617306103001919e-04 2.183015494365229260e-07 1.458417313794026472e-07
1.160000000000000000e+02 1.490828268752750541e+00 -1.552726880333018394e-02 4.556944737650719100e-04 2.181766564336591952e-07 1.449496564578862454e-07
1.170000000000000000e+02 1.480945554876655912e+00 -1.553877054143115895e-02 4.527888268691567246e-04 2.180449828383278363e-07 1.440638868426307802e-07
1.180000000000000000e+02 1.471227790380630784e+00 -1.554388274101033834e-02 4.497529530525515773e-04 2.179069987255768530e-07 1.431843949396567082e-07
1.190000000000000000e+02 1.461670925701308521e+00 -1.554272371709491257e-02 4.465880506872782550e-04 2.177632001529542716e-07 1.423112541300995535e-07
1.200000000000000000e+02 1.452267827776111631e+00 -1.553534495629728222e-02 4.432985610714560700e-04 2.176141045808921105e-07 1.414444036024983589e-07
1.210000000000000000e+02 1.443011700033947520e+00 -1.552179966927059312e-02 4.398855775009169813e-04 2.174602461429728703e-07 1.405838501493388390e-07
1.220000000000000000e+02 1.433892954226167138e+00 -1.550220478872687754e-02 4.363533322188149050e-04 2.173021709210982266e-07 1.397296334064164534e-07
1.230000000000000000e+02 1.424908625003630691e+00 -1.547661335410495387e-02 4.327058816737176209e-04 2.171404321790579769e-07 1.388816945599929243e-07
1.240000000000000000e+02 1.416052818863201779e+00 -1.544507969637091971e-02 4.289441039175778897e-04 2.169755856566953004e-07 1.380400897735403346e-07
1.250000000000000000e+02 1.407316950336545691e+00 -1.540771853644549126e-02 4.250748359390737704e-04 2.168081849271743581e-07 1.372047775359081919e-07
1.260000000000000000e+02 1.398698711580713239e+00 -1.536461266002098723e-02 4.210987363934994140e-04 2.166387768734405956e-07 1.363757495574839647e-07
1.270000000000000000e+02 1.390190107867745661e+00 -1.531581527144536617e-02 4.170222445456959960e-04 2.164678973607758433e-07 1.355530616197468024e-07
1.280000000000000000e+02 1.381786381223535143e+00 -1.526143698626379955e-02 4.128458247510010098e-04 2.162960670499825389e-07 1.347366735531030143e-07
1.290000000000000000e+02 1.373485771022983304e+00 -1.520155785661000611e-02 4.085755510513567777e-04 2.161237874908673771e-07 1.339265935390232710e-07
1.300000000000000000e+02 1.365281068789786945e+00 -1.513622957446300946e-02 4.042117157095000439e-04 2.159515374549585898e-07 1.331228298178421359e-07
1.310000000000000000e+02 1.357165431293240410e+00 -1.506555850212830741e-02 3.997600567981343732e-04 2.157797695767256753e-07 1.323253751527227130e-07
1.320000000000000000e+02 1.349140382493719370e+00 -1.498962212238046966e-02 3.952260328556137783e-04 2.156089072644782180e-07 1.315342318868002269e-07
1.330000000000000000e+02 1.341196999045944471e+00 -1.490852456417648270e-02 3.906096041842337715e-04 2.154393420517967769e-07 1.307493772680144522e-07
1.340000000000000000e+02 1.333334610741017112e+00 -1.482231604504930314e-02 3.859211100199982729e-04 2.152714311880338738e-07 1.299707975913772257e-07
1.350000000000000000e+02 1.325547449244341314e+00 -1.473114889037042963e-02 3.811576246524376005e-04 2.151054956960648772e-07 1.291984029879473789e-07
1.360000000000000000e+02 1.317835041100273497e+00 -1.463504457374856585e-02 3.763264598312929038e-04 2.149418187665772529e-07 1.284322106918938228e-07
1.370000000000000000e+02 1.310191955291708066e+00 -1.453410053588033261e-02 3.714296136698970138e-04 2.147806445612426032e-07 1.276721619446038984e-07
1.380000000000000000e+02 1.302615460041396389e+00 -1.442843603287044356e-02 3.664738781084298544e-04 2.146221774083555976e-07 1.269182136674767628e-07
1.390000000000000000e+02 1.295100538741755791e+00 -1.431814250900409306e-02 3.614609006702025618e-04 2.144665814004835296e-07 1.261703824960896281e-07
1.400000000000000000e+02 1.287649512491744641e+00 -1.420330909262761468e-02 3.563946356978524342e-04 2.143139803889472354e-07 1.254285956506615314e-07
1.410000000000000000e+02 1.280255210553446377e+00 -1.408404597911139255e-02 3.512835113736409464e-04 2.141644583524037216e-07 1.246928254089707647e-07
1.420000000000000000e+02 1.272915422965020360e+00 -1.396041391430980980e-02 3.461263218591866409e-04 2.140180601302130353e-07 1.239630441062412089e-07
1.430000000000000000e+02 1.265630296437383118e+00 -1.383254085120928442e-02 3.409287542922637398e-04 2.138747925817930378e-07 1.232392241348194296e-07
1.440000000000000000e+02 1.258393232640416803e+00 -1.370050549022117266e-02 3.356962085686170409e-04 2.137346259641248933e-07 1.225213235389347938e-07
1.450000000000000000e+02 1.251204578327532957e+00 -1.356436257883061186e-02 3.304294022196018399e-04 2.135974957710285741e-07 1.218093150712528683e-07
1.460000000000000000e+02 1.244055936048190425e+00 -1.342425320334569502e-02 3.251355574709646778e-04 2.134633047743991058e-07 1.211032000184155088e-07
1.470000000000000000e+02 1.236945771940940686e+00 -1.328020582552637274e-02 3.198193797696314276e-04 2.133319253909472759e-07 1.204028941116447481e-07
1.480000000000000000e+02 1.229870496594131835e+00 -1.313233420089349006e-02 3.144832201392193036e-04 2.132032022732573004e-07 1.197084270634146993e-07
1.490000000000000000e+02 1.222826592918452082e+00 -1.298070549950768905e-02 3.091313984717869033e-04 2.130769551225039581e-07 1.190196968360793277e-07
1.500000000000000000e+02 1.215810321912274672e+00 -1.282538193134866340e-02 3.037679924370790575e-04 2.129529816714424598e-07 1.183367102397330381e-07
1.510000000000000000e+02 1.208815995545469812e+00 -1.266646422311239369e-02 2.983968673816558468e-04 2.128310608677367496e-07 1.176593853036803056e-07
1.520000000000000000e+02 1.201846237113248339e+00 -1.250404974320303182e-02 2.930216925268054585e-04 2.127109561292961422e-07 1.169876407432931225e-07
1.530000000000000000e+02 1.194897580132848303e+00 -1.233823263422150970e-02 2.876479313046545754e-04 2.125924187011505370e-07 1.163214780694183469e-07
1.540000000000000000e+02 1.187970635662214614e+00 -1.216914304599035768e-02 2.822807671921221014e-04 2.124751910727667011e-07 1.156607751200595983e-07
1.550000000000000000e+02 1.181064042984919293e+00 -1.199684823640916054e-02 2.769212566092321953e-04 2.123590103831318874e-07 1.150055331249748849e-07
1.560000000000000000e+02 1.174180311693393319e+00 -1.182147081121246585e-02 2.715761159050416305e-04 2.122436118975574265e-07 1.143556713955467503e-07
1.570000000000000000e+02 1.167314288511852816e+00 -1.164309108917436532e-02 2.662460729818317173e-04 2.121287322926285358e-07 1.137111366666216481e-07
1.580000000000000000e+02 1.160468500265698255e+00 -1.146180540040543996e-02 2.609392437434167973e-04 2.120141129758420328e-07 1.130718491013839441e-07
1.590000000000000000e+02 1.153639835291614402e+00 -1.127770667581886807e-02 2.556559925006562906e-04 2.118995032558649979e-07 1.124378221562132773e-07
1.600000000000000000e+02 1.146827139131752826e+00 -1.109090270204118010e-02 2.504020901990579588e-04 2.117846633716123678e-07 1.118089230684045320e-07
1.610000000000000000e+02 1.140025727578179104e+00 -1.090146144807382228e-02 2.451812223948350469e-04 2.116693673409057958e-07 1.111851256005370450e-07
1.620000000000000000e+02 1.133234674230910066e+00 -1.070950180342808075e-02 2.399968803560393943e-04 2.115534056490126338e-07 1.105664029766324835e-07
1.630000000000000000e+02 1.126453092863811234e+00 -1.051506820323412465e-02 2.348558621169797070e-04 2.114365876861804112e-07 1.099526502049987480e-07
1.640000000000000000e+02 1.119676685997448073e+00 -1.031829028669667761e-02 2.297577205447195960e-04 2.113187439382630365e-07 1.093438407383880197e-07
1.650000000000000000e+02 1.112906471220324711e+00 -1.011922436802618203e-02 2.247071231157445027e-04 2.111997279929967626e-07 1.087399218890155373e-07
1.660000000000000000e+02 1.106140101532715470e+00 -9.917976408762707932e-03 2.197085051299022527e-04 2.110794182013572955e-07 1.081408460823539819e-07
1.670000000000000000e+02 1.099377214853166196e+00 -9.714634911947194612e-03 2.147661100292836680e-04 2.109577190743951836e-07 1.075465734011432395e-07
1.680000000000000000e+02 1.092617516957318902e+00 -9.509335232129673826e-03 2.098839681407866785e-04 2.108345624131317382e-07 1.069570819065932854e-07
1.690000000000000000e+02 1.085860725884588707e+00 -9.302158491859601266e-03 2.050658965415561800e-04 2.107099081148301880e-07 1.063723747519376978e-07
1.700000000000000000e+02 1.079106571398503966e+00 -9.093198882442468309e-03 2.003139031888584790e-04 2.105837446922487928e-07 1.057923797927041716e-07
1.710000000000000000e+02 1.072353207580830858e+00 -8.882546979957016420e-03 1.956330501800895643e-04 2.104560894795470353e-07 1.052171003743780018e-07
1.720000000000000000e+02 1.065603578262755535e+00 -8.670305576321615110e-03 1.910265702157011645e-04 2.103269885438982891e-07 1.046465270016949944e-07
1.730000000000000000e+02 1.058854289332334719e+00 -8.456557906621338730e-03 1.864975188873775234e-04 2.101965163093118724e-07 1.040806008829668598e-07
1.740000000000000000e+02 1.052105165742016402e+00 -8.241399355023791562e-03 1.820487826710526452e-04 2.100647748797427353e-07 1.035193250404493468e-07
1.750000000000000000e+02 1.045357555418515716e+00 -8.024951864181664382e-03 1.776861173075541117e-04 2.099318931037124998e-07 1.029626898639681968e-07
1.760000000000000000e+02 1.038609748550530121e+00 -7.807287460612543327e-03 1.734104925557171145e-04 2.097980253652988354e-07 1.024106493012339669e-07
1.770000000000000000e+02 1.031861592776814218e+00 -7.588490238422111733e-03 1.692272459465867841e-04 2.096633501363028629e-07 1.018631578402764739e-07
1.780000000000000000e+02 1.025111477505926461e+00 -7.368655639880396929e-03 1.651385138101565074e-04 2.095280682916988013e-07 1.013202421612865489e-07
1.790000000000000000e+02 1.018360760804372767e+00 -7.147860800845712466e-03 1.611463029923050790e-04 2.093924012339582279e-07 1.007818566722327457e-07
1.800000000000000000e+02 1.011609308609883628e+00 -6.926208481167686094e-03 1.572553618699825718e-04 2.092565888192013174e-07 1.002479563084825946e-07
1.810000000000000000e+02 1.004855575896099973e+00 -6.703797273015584153e-03 1.534687779629543940e-04 2.091208870852582045e-07 9.971856706500327910e-08
1.820000000000000000e+02 9.981008879421386926e-01 -6.480707753283139472e-03 1.497894671980937143e-04 2.089855659430974946e-07 9.919362040753570749e-08
1.830000000000000000e+02 9.913451486071757079e-01 -6.257030868817303054e-03 1.462187884417763463e-04 2.088509066426527893e-07 9.867311473592410464e-08
1.840000000000000000e+02 9.845869808714970972e-01 -6.032866563370335201e-03 1.427607191105382015e-04 2.087171992104100873e-07 9.815702090258391218e-08
1.850000000000000000e+02 9.778278011874114162e-01 -5.808256177964811647e-03 1.394190208502388002e-04 2.085847398101856815e-07 9.764527112543017629e-08
1.860000000000000000e+02 9.710662823007709665e-01 -5.583319966089370610e-03 1.361945716141501012e-04 2.084538280738895227e-07 9.713780958298988258e-08
1.870000000000000000e+02 9.643038088724159573e-01 -5.358120110998671262e-03 1.330896325228202799e-04 2.083247644296713577e-07 9.663462630337405954e-08
1.880000000000000000e+02 9.575403940526717728e-01 -5.132755680276711828e-03 1.301080368996368648e-04 2.081978474396119493e-07 9.613563126257832723e-08
1.890000000000000000e+02 9.507747509155032306e-01 -4.907295662857892593e-03 1.272518569110497595e-04 2.080733711869966404e-07 9.564082564291709471e-08
1.900000000000000000e+02 9.440082189333544038e-01 -4.681831934463300156e-03 1.245235514708471238e-04 2.079516227313106576e-07 9.515014238292470989e-08
1.910000000000000000e+02 9.372408097079316658e-01 -4.456452573263885650e-03 1.219250540530119128e-04 2.078328796775648851e-07 9.466351490482083414e-08
