# ells, tt, te, ee, bb
2.100000000000000000e+01 2.789534154511143227e-03 0.000000000000000000e+00 4.696563642708593822e-08 1.314550791012333209e-06
2.200000000000000000e+01 2.596062941932400676e-03 0.000000000000000000e+00 4.696564034110019718e-08 1.314553817860392091e-06
2.300000000000000000e+01 2.424185843060964497e-03 0.000000000000000000e+00 4.696564443716191384e-08 1.314556985498294456e-06
2.400000000000000000e+01 2.270657452056672188e-03 0.000000000000000000e+00 4.696564871527110142e-08 1.314560293926890304e-06
2.500000000000000000e+01 2.132832288930969298e-03 0.000000000000000000e+00 4.696565317542783934e-08 1.314563743147061819e-06
2.600000000000000000e+01 2.008535066491902790e-03 0.000000000000000000e+00 4.696565781763216730e-08 1.314567333159733114e-06
2.700000000000000000e+01 1.895962750588417109e-03 0.000000000000000000e+00 4.696566264188409854e-08 1.314571063965864301e-06
2.800000000000000000e+01 1.793609775495067730e-03 0.000000000000000000e+00 4.696566764818369923e-08 1.314574935566453184e-06
2.900000000000000000e+01 1.700210336831095960e-03 0.000000000000000000e+00 4.696567283653099584e-08 1.314578947962535473e-06
3.000000000000000000e+01 1.614693426948711572e-03 0.000000000000000000e+00 4.696567820692605455e-08 1.314583101155184571e-06
3.100000000000000000e+01 1.536147481203651655e-03 0.000000000000000000e+00 4.696568375936892829e-08 1.314587395145511149e-06
3.200000000000000000e+01 1.463792346129259370e-03 0.000000000000000000e+00 4.696568949385964353e-08 1.314591829934664844e-06
3.300000000000000000e+01 1.396956878014271076e-03 0.000000000000000000e+00 4.696569541039829954e-08 1.314596405523830865e-06
3.400000000000000000e+01 1.335060909081383198e-03 0.000000000000000000e+00 4.696570150898491617e-08 1.314601121914233811e-06
3.500000000000000000e+01 1.277600629469272976e-03 0.000000000000000000e+00 4.696570778961954636e-08 1.314605979107135125e-06
3.600000000000000000e+01 1.224136661185891645e-03 0.000000000000000000e+00 4.696571425230225628e-08 1.314610977103834157e-06
3.700000000000000000e+01 1.174284268923257626e-03 0.000000000000000000e+00 4.696572089703313858e-08 1.314616115905667312e-06
3.800000000000000000e+01 1.127705278640380631e-03 0.000000000000000000e+00 4.696572772381221310e-08 1.314621395514010807e-06
3.900000000000000000e+01 1.084101369750462961e-03 0.000000000000000000e+00 4.696573473263956589e-08 1.314626815930275164e-06
4.000000000000000000e+01 1.043208478839888643e-03 0.000000000000000000e+00 4.696574192351525648e-08 1.314632377155911350e-06
4.100000000000000000e+01 1.004792108013595475e-03 0.000000000000000000e+00 4.696574929643931136e-08 1.314638079192406755e-06
4.200000000000000000e+01 9.686433734833823934e-04 0.000000000000000000e+00 4.696575685141188272e-08 1.314643922041286885e-06
4.300000000000000000e+01 9.345756630160840812e-04 0.000000000000000000e+00 4.696576458843297057e-08 1.314649905704114516e-06
4.400000000000000000e+01 9.024217966363743109e-04 0.000000000000000000e+00 4.696577250750268740e-08 1.314656030182490118e-06
4.500000000000000000e+01 8.720316052396335843e-04 0.000000000000000000e+00 4.696578060862107952e-08 1.314662295478052698e-06
4.600000000000000000e+01 8.432698577885175233e-04 0.000000000000000000e+00 4.696578889178824622e-08 1.314668701592478111e-06
4.700000000000000000e+01 8.160144805019969123e-04 0.000000000000000000e+00 4.696579735700426027e-08 1.314675248527478635e-06
4.800000000000000000e+01 7.901550216247930610e-04 0.000000000000000000e+00 4.696580600426917461e-08 1.314681936284808051e-06
4.900000000000000000e+01 7.655913235428910826e-04 0.000000000000000000e+00 4.696581483358312160e-08 1.314688764866252964e-06
5.000000000000000000e+01 7.422323706127438407e-04 0.000000000000000000e+00 4.696582384494612771e-08 1.314695734273641693e-06
5.100000000000000000e+01 7.199952864264849272e-04 0.000000000000000000e+00 4.696583303835829881e-08 1.314702844508837712e-06
5.200000000000000000e+01 6.988044585979638840e-04 0.000000000000000000e+00 4.696584241381973416e-08 1.314710095573743456e-06
5.300000000000000000e+01 6.785907727238402838e-04 0.000000000000000000e+00 4.696585197133050656e-08 1.314717487470298420e-06
5.400000000000000000e+01 6.592909401064810365e-04 0.000000000000000000e+00 4.696586171089071527e-08 1.314725020200480425e-06
5.500000000000000000e+01 6.408469062441961512e-04 0.000000000000000000e+00 4.696587163250043308e-08 1.314732693766304139e-06
5.600000000000000000e+01 6.232053290969737872e-04 0.000000000000000000e+00 4.696588173615976587e-08 1.314740508169821499e-06
5.700000000000000000e+01 6.063171177999937067e-04 0.000000000000000000e+00 4.696589202186881290e-08 1.314748463413124677e-06
5.800000000000000000e+01 5.901370238848989598e-04 0.000000000000000000e+00 4.696590248962767344e-08 1.314756559498340360e-06
5.900000000000000000e+01 5.746232782299033268e-04 0.000000000000000000e+00 4.696591313943640703e-08 1.314764796427635048e-06
6.000000000000000000e+01 5.597372679344980858e-04 0.000000000000000000e+00 4.696592397129513942e-08 1.314773174203211660e-06
6.100000000000000000e+01 5.454432481352783314e-04 0.000000000000000000e+00 4.696593498520400956e-08 1.314781692827311871e-06
6.200000000000000000e+01 5.317080844726620320e-04 0.000000000000000000e+00 4.696594618116307040e-08 1.314790352302213986e-06
6.300000000000000000e+01 5.185010225055390869e-04 0.000000000000000000e+00 4.696595755917244106e-08 1.314799152630234641e-06
6.400000000000000000e+01 5.057934808697721026e-04 0.000000000000000000e+00 4.696596911923220093e-08 1.314808093813728376e-06
6.500000000000000000e+01 4.935588654014579123e-04 0.000000000000000000e+00 4.696598086134250223e-08 1.314817175855086576e-06
6.600000000000000000e+01 4.817724018088250307e-04 0.000000000000000000e+00 4.696599278550345082e-08 1.314826398756738744e-06
6.700000000000000000e+01 4.704109847874550780e-04 0.000000000000000000e+00 4.696600489171513937e-08 1.314835762521151863e-06
6.800000000000000000e+01 4.594530417403238374e-04 0.000000000000000000e+00 4.696601717997768697e-08 1.314845267150831244e-06
6.900000000000000000e+01 4.488784094937409933e-04 0.000000000000000000e+00 4.696602965029115981e-08 1.314854912648320529e-06
7.000000000000000000e+01 4.386682225982770729e-04 0.000000000000000000e+00 4.696604230265576963e-08 1.314864699016197872e-06
7.100000000000000000e+01 4.288048119749387523e-04 0.000000000000000000e+00 4.696605513707158263e-08 1.314874626257082301e-06
7.200000000000000000e+01 4.192716128151448523e-04 0.000000000000000000e+00 4.696606815353870467e-08 1.314884694373629475e-06
7.300000000000000000e+01 4.100530807717995803e-04 0.000000000000000000e+00 4.696608135205728134e-08 1.314894903368532748e-06
7.400000000000000000e+01 4.011346155907658472e-04 0.000000000000000000e+00 4.696609473262741852e-08 1.314905253244522741e-06
7.500000000000000000e+01 3.925024914296759552e-04 0.000000000000000000e+00 4.696610829524926841e-08 1.314915744004369252e-06
7.600000000000000000e+01 3.841437931963004554e-04 0.000000000000000000e+00 4.696612203992293689e-08 1.314926375650877443e-06
7.700000000000000000e+01 3.760463583133241586e-04 0.000000000000000000e+00 4.696613596664854968e-08 1.314937148186891439e-06
7.800000000000000000e+01 3.681987233818013192e-04 0.000000000000000000e+00 4.696615007542621930e-08 1.314948061615293692e-06
7.900000000000000000e+01 3.605900752730281417e-04 0.000000000000000000e+00 4.696616436625613102e-08 1.314959115939003926e-06
8.000000000000000000e+01 3.532102062291267268e-04 0.000000000000000000e+00 4.696617883913838411e-08 1.314970311160978286e-06
8.100000000000000000e+01 3.460494725971926286e-04 0.000000000000000000e+00 4.696619349407312415e-08 1.314981647284212302e-06
8.200000000000000000e+01 3.390987568611897405e-04 0.000000000000000000e+00 4.696620833106045701e-08 1.314993124311738354e-06
8.300000000000000000e+01 3.323494326705585733e-04 0.000000000000000000e+00 4.696622335010057462e-08 1.315004742246627359e-06
8.400000000000000000e+01 3.257933325953038398e-04 0.000000000000000000e+00 4.696623855119356299e-08 1.315016501091986023e-06
8.500000000000000000e+01 3.194227183646433025e-04 0.000000000000000000e+00 4.696625393433960079e-08 1.315028400850960861e-06
8.600000000000000000e+01 3.132302533705744749e-04 0.000000000000000000e+00 4.696626949953881375e-08 1.315040441526735234e-06
8.700000000000000000e+01 3.072089772392945354e-04 0.000000000000000000e+00 4.696628524679133423e-08 1.315052623122530197e-06
8.800000000000000000e+01 3.013522822926489571e-04 0.000000000000000000e+00 4.696630117609737399e-08 1.315064945641603862e-06
8.900000000000000000e+01 2.956538917389369748e-04 0.000000000000000000e+00 4.696631728745701242e-08 1.315077409087253729e-06
9.000000000000000000e+01 2.901078394477286200e-04 0.000000000000000000e+00 4.696633358087042159e-08 1.315090013462812873e-06
9.100000000000000000e+01 2.847084511770597414e-04 0.000000000000000000e+00 4.696635005633776031e-08 1.315102758771654389e-06
9.200000000000000000e+01 2.794503271336500733e-04 0.000000000000000000e+00 4.696636671385915432e-08 1.315115645017187163e-06
9.300000000000000000e+01 2.743283257577987808e-04 0.000000000000000000e+00 4.696638355343480876e-08 1.315128672202857772e-06
9.400000000000000000e+01 2.693375486345048241e-04 0.000000000000000000e+00 4.696640057506484935e-08 1.315141840332153025e-06
9.500000000000000000e+01 2.644733264412439775e-04 0.000000000000000000e+00 4.696641777874941506e-08 1.315155149408593829e-06
9.600000000000000000e+01 2.597312058508387863e-04 0.000000000000000000e+00 4.696643516448872428e-08 1.315168599435741532e-06
9.700000000000000000e+01 2.551069373150651972e-04 0.000000000000000000e+00 4.696645273228288949e-08 1.315182190417194754e-06
9.800000000000000000e+01 2.505964636611444831e-04 0.000000000000000000e+00 4.696647048213208937e-08 1.315195922356588537e-06
9.900000000000000000e+01 2.461959094391449193e-04 0.000000000000000000e+00 4.696648841403648935e-08 1.315209795257596040e-06
1.000000000000000000e+02 2.419015709636263814e-04 0.000000000000000000e+00 4.696650652799627473e-08 1.315223809123929808e-06
1.010000000000000000e+02 2.377099069976683875e-04 0.000000000000000000e+00 4.696652482401157784e-08 1.315237963959337750e-06
1.020000000000000000e+02 2.336175300317798963e-04 0.000000000000000000e+00 4.696654330208261046e-08 1.315252259767607585e-06
1.030000000000000000e+02 2.296211981141345023e-04 0.000000000000000000e+00 4.696656196220950492e-08 1.315266696552562608e-06
1.040000000000000000e+02 2.257178071921654651e-04 0.000000000000000000e+00 4.696658080439247299e-08 1.315281274318065926e-06
1.050000000000000000e+02 2.219043839288122803e-04 0.000000000000000000e+00 4.696659982863166024e-08 1.315295993068017065e-06
1.060000000000000000e+02 2.181780789596712096e-04 0.000000000000000000e+00 4.696661903492724536e-08 1.315310852806353671e-06
1.070000000000000000e+02 2.145361605600086281e-04 0.000000000000000000e+00 4.696663842327943348e-08 1.315325853537051080e-06
1.080000000000000000e+02 2.109760086930488382e-04 0.000000000000000000e+00 4.696665799368837680e-08 1.315340995264121900e-06
1.090000000000000000e+02 2.074951094131949531e-04 0.000000000000000000e+00 4.696667774615429371e-08 1.315356277991617489e-06
1.100000000000000000e+02 2.040910495998894301e-04 0.000000000000000000e+00 4.696669768067734300e-08 1.315371701723626052e-06
1.110000000000000000e+02 2.007615119996930336e-04 0.000000000000000000e+00 4.696671779725770999e-08 1.315387266464274333e-06
1.120000000000000000e+02 1.975042705558699289e-04 0.000000000000000000e+00 4.696673809589557995e-08 1.315402972217725287e-06
1.130000000000000000e+02 1.943171860063383732e-04 0.000000000000000000e+00 4.696675857659113817e-08 1.315418818988181257e-06
1.140000000000000000e+02 1.911982017322770230e-04 0.000000000000000000e+00 4.696677923934460964e-08 1.315434806779882277e-06
1.150000000000000000e+02 1.881453398409949941e-04 0.000000000000000000e+00 4.696680008415613996e-08 1.315450935597104382e-06
1.160000000000000000e+02 1.851566974678822914e-04 0.000000000000000000e+00 4.696682111102596734e-08 1.315467205444163205e-06
1.170000000000000000e+02 1.822304432833629737e-04 0.000000000000000000e+00 4.696684231995427708e-08 1.315483616325410801e-06
1.180000000000000000e+02 1.793648141917953364e-04 0.000000000000000000e+00 4.696686371094122800e-08 1.315500168245237764e-06
1.190000000000000000e+02 1.765581122101977300e-04 0.000000000000000000e+00 4.696688528398707155e-08 1.315516861208072808e-06
1.200000000000000000e+02 1.738087015155434230e-04 0.000000000000000000e+00 4.696690703909196656e-08 1.315533695218381066e-06
1.210000000000000000e+02 1.711150056501608988e-04 0.000000000000000000e+00 4.696692897625616449e-08 1.315550670280666001e-06
1.220000000000000000e+02 1.684755048755071127e-04 0.000000000000000000e+00 4.696695109547984400e-08 1.315567786399469827e-06
1.230000000000000000e+02 1.658887336652588296e-04 0.000000000000000000e+00 4.696697339676319702e-08 1.315585043579370332e-06
1.240000000000000000e+02 1.633532783292877919e-04 0.000000000000000000e+00 4.696699588010642867e-08 1.315602441824985965e-06
1.250000000000000000e+02 1.608677747606630445e-04 0.000000000000000000e+00 4.696701854550979042e-08 1.315619981140970113e-06
1.260000000000000000e+02 1.584309062983536517e-04 0.000000000000000000e+00 4.696704139297344770e-08 1.315637661532015127e-06
1.270000000000000000e+02 1.560414016987992703e-04 0.000000000000000000e+00 4.696706442249767184e-08 1.315655483002852320e-06
1.280000000000000000e+02 1.536980332099687017e-04 0.000000000000000000e+00 4.696708763408258856e-08 1.315673445558248159e-06
1.290000000000000000e+02 1.513996147419502207e-04 0.000000000000000000e+00 4.696711102772850227e-08 1.315691549203008921e-06
1.300000000000000000e+02 1.491450001285066847e-04 0.000000000000000000e+00 4.696713460343558501e-08 1.315709793941977093e-06
1.310000000000000000e+02 1.469330814743914670e-04 0.000000000000000000e+00 4.696715836120406178e-08 1.315728179780035184e-06
1.320000000000000000e+02 1.447627875835562545e-04 0.000000000000000000e+00 4.696718230103416420e-08 1.315746706722100645e-06
1.330000000000000000e+02 1.426330824636942403e-04 0.000000000000000000e+00 4.696720642292611725e-08 1.315765374773131159e-06
1.340000000000000000e+02 1.405429639028522675e-04 0.000000000000000000e+00 4.696723072688013270e-08 1.315784183938121044e-06
1.350000000000000000e+02 1.384914621141128171e-04 0.000000000000000000e+00 4.696725521289643553e-08 1.315803134222101253e-06
1.360000000000000000e+02 1.364776384445997876e-04 0.000000000000000000e+00 4.696727988097529045e-08 1.315822225630143184e-06
1.370000000000000000e+02 1.345005841452923210e-04 0.000000000000000000e+00 4.696730473111686289e-08 1.315841458167353597e-06
1.380000000000000000e+02 1.325594191983491584e-04 0.000000000000000000e+00 4.696732976332145064e-08 1.315860831838878854e-06
1.390000000000000000e+02 1.306532911988477201e-04 0.000000000000000000e+00 4.696735497758925883e-08 1.315880346649900467e-06
1.400000000000000000e+02 1.287813742880298087e-04 0.000000000000000000e+00 4.696738037392051246e-08 1.315900002605641241e-06
1.410000000000000000e+02 1.269428681353218004e-04 0.000000000000000000e+00 4.696740595231543652e-08 1.315919799711358498e-06
1.420000000000000000e+02 1.251369969665602267e-04 0.000000000000000000e+00 4.696743171277432218e-08 1.315939737972349793e-06
1.430000000000000000e+02 1.233630086360075224e-04 0.000000000000000000e+00 4.696745765529736135e-08 1.315959817393949105e-06
1.440000000000000000e+02 1.216201737398842460e-04 0.000000000000000000e+00 4.696748377988483858e-08 1.315980037981529164e-06
1.450000000000000000e+02 1.199077847692773559e-04 0.000000000000000000e+00 4.696751008653694577e-08 1.316000399740498275e-06
1.460000000000000000e+02 1.182251553004102953e-04 0.000000000000000000e+00 4.696753657525398070e-08 1.316020902676305824e-06
1.470000000000000000e+02 1.165716192203749597e-04 0.000000000000000000e+00 4.696756324603615515e-08 1.316041546794435927e-06
1.480000000000000000e+02 1.149465299865363944e-04 0.000000000000000000e+00 4.696759009888372717e-08 1.316062332100411662e-06
1.490000000000000000e+02 1.133492599179220395e-04 0.000000000000000000e+00 4.696761713379696810e-08 1.316083258599795918e-06
1.500000000000000000e+02 1.117791995170035603e-04 0.000000000000000000e+00 4.696764435077606984e-08 1.316104326298185040e-06
1.510000000000000000e+02 1.102357568203686809e-04 0.000000000000000000e+00 4.696767174982135664e-08 1.316125535201217729e-06
1.520000000000000000e+02 1.087183567768642894e-04 0.000000000000000000e+00 4.696769933093305349e-08 1.316146885314567409e-06
1.530000000000000000e+02 1.072264406518705625e-04 0.000000000000000000e+00 4.696772709411140524e-08 1.316168376643946049e-06
1.540000000000000000e+02 1.057594654564407259e-04 0.000000000000000000e+00 4.696775503935670306e-08 1.316190009195103519e-06
1.550000000000000000e+02 1.043169034001089609e-04 0.000000000000000000e+00 4.696778316666918518e-08 1.316211782973828231e-06
1.560000000000000000e+02 1.028982413662356087e-04 0.000000000000000000e+00 4.696781147604911629e-08 1.316233697985944595e-06
1.570000000000000000e+02 1.015029804088182758e-04 0.000000000000000000e+00 4.696783996749676109e-08 1.316255754237317680e-06
1.580000000000000000e+02 1.001306352697566856e-04 0.000000000000000000e+00 4.696786864101240414e-08 1.316277951733847492e-06
1.590000000000000000e+02 9.878073391561202588e-05 0.000000000000000000e+00 4.696789749659626380e-08 1.316300290481473639e-06
1.600000000000000000e+02 9.745281709295247705e-05 0.000000000000000000e+00 4.696792653424866433e-08 1.316322770486171726e-06
1.610000000000000000e+02 9.614643790142499797e-05 0.000000000000000000e+00 4.696795575396984397e-08 1.316345391753958017e-06
1.620000000000000000e+02 9.486116138373809105e-05 0.000000000000000000e+00 4.696798515576008063e-08 1.316368154290883927e-06
1.630000000000000000e+02 9.359656413178217115e-05 0.000000000000000000e+00 4.696801473961967873e-08 1.316391058103038988e-06
1.640000000000000000e+02 9.235223390815548521e-05 0.000000000000000000e+00 4.696804450554886327e-08 1.316414103196552329e-06
1.650000000000000000e+02 9.112776928239987699e-05 0.000000000000000000e+00 4.696807445354793863e-08 1.316437289577589504e-06
1.660000000000000000e+02 8.992277928128619929e-05 0.000000000000000000e+00 4.696810458361719599e-08 1.316460617252354182e-06
1.670000000000000000e+02 8.873688305252434459e-05 0.000000000000000000e+00 4.696813489575690004e-08 1.316484086227087514e-06
1.680000000000000000e+02 8.756970954130159634e-05 0.000000000000000000e+00 4.696816538996734197e-08 1.316507696508068978e-06
1.690000000000000000e+02 8.642089717908578710e-05 0.000000000000000000e+00 4.696819606624881292e-08 1.316531448101615746e-06
1.700000000000000000e+02 8.529009358415568865e-05 0.000000000000000000e+00 4.696822692460157098e-08 1.316555341014082259e-06
1.710000000000000000e+02 8.417695527334863922e-05 0.000000000000000000e+00 4.696825796502592718e-08 1.316579375251862134e-06
1.720000000000000000e+02 8.308114738454060665e-05 0.000000000000000000e+00 4.696828918752215944e-08 1.316603550821385832e-06
1.730000000000000000e+02 8.200234340939704784e-05 0.000000000000000000e+00 4.696832059209055893e-08 1.316627867729121722e-06
1.740000000000000000e+02 8.094022493595570645e-05 0.000000000000000000e+00 4.696835217873142344e-08 1.316652325981575016e-06
1.750000000000000000e+02 7.989448140062390411e-05 0.000000000000000000e+00 4.696838394744507722e-08 1.316676925585291373e-06
1.760000000000000000e+02 7.886480984919261241e-05 0.000000000000000000e+00 4.696841589823175850e-08 1.316701666546852028e-06
1.770000000000000000e+02 7.785091470648863475e-05 0.000000000000000000e+00 4.696844803109182463e-08 1.316726548872876118e-06
1.780000000000000000e+02 7.685250755430436003e-05 0.000000000000000000e+00 4.696848034602550720e-08 1.316751572570022594e-06
1.790000000000000000e+02 7.586930691726182982e-05 0.000000000000000000e+00 4.696851284303318342e-08 1.316776737644985981e-06
1.800000000000000000e+02 7.490103805628309361e-05 0.000000000000000000e+00 4.696854552211511137e-08 1.316802044104499343e-06
1.810000000000000000e+02 7.394743276935560484e-05 0.000000000000000000e+00 4.696857838327158883e-08 1.316827491955335345e-06
1.820000000000000000e+02 7.300822919929396003e-05 0.000000000000000000e+00 4.696861142650295330e-08 1.316853081204301590e-06
1.830000000000000000e+02 7.208317164821520745e-05 0.000000000000000000e+00 4.696864465180950917e-08 1.316878811858245068e-06
1.840000000000000000e+02 7.117201039845622761e-05 0.000000000000000000e+00 4.696867805919152775e-08 1.316904683924050040e-06
1.850000000000000000e+02 7.027450153967475244e-05 0.000000000000000000e+00 4.696871164864937302e-08 1.316930697408641213e-06
1.860000000000000000e+02 6.939040680188780081e-05 0.000000000000000000e+00 4.696874542018330966e-08 1.316956852318976962e-06
1.870000000000000000e+02 6.851949339421126921e-05 0.000000000000000000e+00 4.696877937379368179e-08 1.316983148662055472e-06
1.880000000000000000e+02 6.766153384907635615e-05 0.000000000000000000e+00 4.696881350948082689e-08 1.317009586444914107e-06
1.890000000000000000e+02 6.681630587170740287e-05 0.000000000000000000e+00 4.696884782724500967e-08 1.317036165674626648e-06
1.900000000000000000e+02 6.598359219465612768e-05 0.000000000000000000e+00 4.696888232708660069e-08 1.317062886358304574e-06
1.910000000000000000e+02 6.516318043719555267e-05 0.000000000000000000e+00 4.696891700900588451e-08 1.317089748503097478e-06
1.920000000000000000e+02 6.435486296938663843e-05 0.000000000000000000e+00 4.696895187300322508e-08 1.317116752116193705e-06
1.930000000000000000e+02 6.355843678063726983e-05 0.000000000000000000e+00 4.696898691907890035e-08 1.317143897204818445e-06
1.940000000000000000e+02 6.277370335258277681e-05 0.000000000000000000e+00 4.696902214723325442e-08 1.317171183776234372e-06
1.950000000000000000e+02 6.200046853612324561e-05 0.000000000000000000e+00 4.696905755746663139e-08 1.317198611837743543e-06
1.960000000000000000e+02 6.123854243246079068e-05 0.000000000000000000e+00 4.696909314977936214e-08 1.317226181396685501e-06
1.970000000000000000e+02 6.048773927798611693e-05 0.000000000000000000e+00 4.696912892417175106e-08 1.317253892460436207e-06
1.980000000000000000e+02 5.974787733287047849e-05 0.000000000000000000e+00 4.696916488064415551e-08 1.317281745036410801e-06
1.990000000000000000e+02 5.901877877322535374e-05 0.000000000000000000e+00 4.696920101919691298e-08 1.317309739132062536e-06
2.000000000000000000e+02 5.830026958669721847e-05 0.000000000000000000e+00 4.696923733983033447e-08 1.317337874754881725e-06
2.010000000000000000e+02 5.759217947137141246e-05 0.000000000000000000e+00 4.696927384254478395e-08 1.317366151912397008e-06
2.020000000000000000e+02 5.689434173786358075e-05 0.000000000000000000e+00 4.696931052734059891e-08 1.317394570612175143e-06
2.030000000000000000e+02 5.620659321448242933e-05 0.000000000000000000e+00 4.696934739421812347e-08 1.317423130861820156e-06
2.040000000000000000e+02 5.552877415535250856e-05 0.000000000000000000e+00 4.696938444317768848e-08 1.317451832668974826e-06
2.050000000000000000e+02 5.486072815139011533e-05 0.000000000000000000e+00 4.696942167421966452e-08 1.317480676041318564e-06
2.060000000000000000e+02 5.420230204402970084e-05 0.000000000000000000e+00 4.696945908734436925e-08 1.317509660986569324e-06
2.070000000000000000e+02 5.355334584160294172e-05 0.000000000000000000e+00 4.696949668255215998e-08 1.317538787512484657e-06
2.080000000000000000e+02 5.291371263827547789e-05 0.000000000000000000e+00 4.696953445984340731e-08 1.317568055626856841e-06
2.090000000000000000e+02 5.228325853545148436e-05 0.000000000000000000e+00 4.696957241921845534e-08 1.317597465337518180e-06
2.100000000000000000e+02 5.166184256555852073e-05 0.000000000000000000e+00 4.696961056067762171e-08 1.317627016652338032e-06
2.110000000000000000e+02 5.104932661813002878e-05 0.000000000000000000e+00 4.696964888422129023e-08 1.317656709579224933e-06
2.120000000000000000e+02 5.044557536810462370e-05 0.000000000000000000e+00 4.696968738984985795e-08 1.317686544126124052e-06
2.130000000000000000e+02 4.985045620626563421e-05 0.000000000000000000e+00 4.696972607756361602e-08 1.317716520301018885e-06
2.140000000000000000e+02 4.926383917174698303e-05 0.000000000000000000e+00 4.696976494736297475e-08 1.317746638111930201e-06
2.150000000000000000e+02 4.868559688653425007e-05 0.000000000000000000e+00 4.696980399924827822e-08 1.317776897566918575e-06
2.160000000000000000e+02 4.811560449189276938e-05 0.000000000000000000e+00 4.696984323321987055e-08 1.317807298674080160e-06
2.170000000000000000e+02 4.755373958665717253e-05 0.000000000000000000e+00 4.696988264927814880e-08 1.317837841441549862e-06
2.180000000000000000e+02 4.699988216731915586e-05 0.000000000000000000e+00 4.696992224742345705e-08 1.317868525877502606e-06
2.190000000000000000e+02 4.645391456985312211e-05 0.000000000000000000e+00 4.696996202765620560e-08 1.317899351990147201e-06
2.200000000000000000e+02 4.591572141322093956e-05 0.000000000000000000e+00 4.697000198997671870e-08 1.317930319787734383e-06
2.210000000000000000e+02 4.538518954450021932e-05 0.000000000000000000e+00 4.697004213438539339e-08 1.317961429278550675e-06
2.220000000000000000e+02 4.486220798558174493e-05 0.000000000000000000e+00 4.697008246088260026e-08 1.317992680470920083e-06
2.230000000000000000e+02 4.434666788138424970e-05 0.000000000000000000e+00 4.697012296946871649e-08 1.318024073373206843e-06
2.240000000000000000e+02 4.383846244953649215e-05 0.000000000000000000e+00 4.697016366014412591e-08 1.318055607993810771e-06
2.250000000000000000e+02 4.333748693147870812e-05 0.000000000000000000e+00 4.697020453290919246e-08 1.318087284341170644e-06
2.260000000000000000e+02 4.284363854493682534e-05 0.000000000000000000e+00 4.697024558776430659e-08 1.318119102423763356e-06
2.270000000000000000e+02 4.235681643772493414e-05 0.000000000000000000e+00 4.697028682470983885e-08 1.318151062250103282e-06
2.280000000000000000e+02 4.187692164283311367e-05 0.000000000000000000e+00 4.697032824374619955e-08 1.318183163828743337e-06
2.290000000000000000e+02 4.140385703475916334e-05 0.000000000000000000e+00 4.697036984487375263e-08 1.318215407168275188e-06
2.300000000000000000e+02 4.093752728704426615e-05 0.000000000000000000e+00 4.697041162809290176e-08 1.318247792277325654e-06
2.310000000000000000e+02 4.047783883097431175e-05 0.000000000000000000e+00 4.697045359340405060e-08 1.318280319164561153e-06
